,question,ahc_label
835,"If I am starting to breath heavily, should I get it checked out?",0
202,mental health,0
1483,Suffering from trout echiting,0
1493,i have some headeche,0
820,waht are thenoptiin to disinfect hands and surfaces other than soap and alcohol,0
680,What is the number of Covid19 cases in the wold,1
1794,What is the death rate in South Carolina?,1
696,What is the mortality rate?,1
1206,Number of cases in Inida,1
628,how many deaths are in Italy as of March 21,1
1544,Mortality rate today,1
156,Why Germany has a low death rate?,1
1650,What is the total number of deaths ,1
908,What was the total number of deaths before and after the virus?,1
1247,how many death now,1
1385,"What are the daily death rates in Italy, that are Not from COVID19?",1
1195,How many death in Quebec?,1
873,I am feeling sick ,2
941,What should I do if I start feeling sick with similar symptoms as in covid19?,2
815,What shall I do if I have to go out to buy things to protect myself from corona virus?,2
722,Could stores open a few hours a week for the elderly? ,2
687,Are vet clinics still open?,2
534,Do I need to disinfect things I buy like groceries and supplies?,2
188,Are we going to have trouble buying milk? ,2
1670,What should I buy from the stores now that I feel sick?,2
360,"How can I make sure, I am buying from grocery is safe from COVID-19 ",2
1046,What should I use to disinfect grocery bags and grocery items? ,2
349,is the grocery open?,2
1540,is the liquor store open?,2
1036,How long will I be sick if I get the virus,2
516,Will the groceries shut down?,2
871,How many patients are across the globe? ,3
1478,How do I distinguish between the flu and coronavirus?,3
563,How can I differ between covid and normal flu ?,3
869,Is there a different varient of virus which is spreading across the world,3
310,Why are death rates so different across countries?,3
986,What's the difference between COVID-19 and CoronaVirus?,3
1148,"What are differences in term of symptoms between the new coronavirus and normal flu, cod",3
639,How do I know if I have the flu or coronavirus,3
1205,What the different between corona and COVID_19?,3
1681,What is the difference between a bacteria and a virus?,3
953,How to differentiate between coronavirus and simple flu?,3
1623,What is most usual symptom of Covid-19 ,4
1607,what has caused it,4
1594,Does the amount of virus one is exposed to change the severity of the symptoms?,4
1553,When will it stop spreading? Is 2 weeks enough? ,4
812,Where do I go if I have mild symptoms?,4
1626,how can one fight the virus ,4
1810,Can I get Ovid 19 if someone pets my dog and then I pet her? ,4
780,Does my neighbour have covid-19 symptoms?,4
1648,COVID-19 stands for what?,4
1838,What are the top symptoms ,4
1541,What's a waiting time to get covid-19 results?,4
736,What are the real symptoms of covid-19 ,4
1718,"My COVID-19 test results are pending, and my temperature reached 40C. What should I do?",4
1756,"When having covid-19, What are the next possible symptoms for a 4 years old child",4
710, When should I consult after the vomitting symptoms for a 4 y-o child? ,4
1768,How long after testing do you receive your COVID-19 results? ,4
709,What are the early symptoms of COVID-19,4
1800,What is the likelihood of having covid if only showing one symptoms for example dry cough,4
700,Does COVID 19 cause stomach issues,4
1637,What about the researches with respect to treatment of COVID-19,4
757,Can you catch covid 19 after having had it before ,4
1445,Is it possible to have Covid-19 if you only have one of the symptoms?,4
1507,I have a lot of stress regarding COVID-19,4
1023,What is covid 29,4
1034,My brother has COVID-19. What to do?,4
1064,"if someone had pneumonia before, are they more at risk?",4
1093,Can you smoke cannabis during Covid?,4
1102,Will people on LTD (Long Term Disability) drill receive their payments?,4
1112,What are the covid simptons?,4
1114,"I would like to get COVID19 test, where can I get it?",4
1130,What do I do if someone with COVID-19 spotted?,4
1181,What COVID-19 stands for?,4
1244,"On a recent study published in ""Nature"" ,it says that the severity of symptoms of COVID-19 infection depends on how much is your Angiotensin converting enzyme 2 gene is expressed ,my question is ,on what factors does the rate of ACE2 gene expression depends? I",4
1254,Do the symptoms start suddenly or they progress slowly from one day to another? ,4
1268,"If I catch the virus, will I be immune from getting it again?   ",4
1272,What are you symtoms of covid? ,4
1305,Is there more than one strain of COVID-19?,4
1321,What colour is covid 19?,4
882,how old are you?,4
880,what is covid-2019,4
1343,"I’ve have mild cough and not the continuous one. And symptoms of fever like burning eyes, but not the temperature. What do I do?",4
1349,Infomation about covid,4
1395,hat should I do if my 2 year old child starts having a runny nose?,4
851,What is the origin of COVID-19?,4
849,what are the risks for someone aged 65?,4
1500,What the size,4
1514,what are the symtoms,4
958,Can my cat get the virus?,4
1852,"If I cross someone on the street, how are the chance to catch the virus ?",4
249,what are the conditions under which people are most likely to develop complications versus those who won’t?  ,4
531,I heard hydroxychloroquine is a good treatment for COVID-19. Where can I get it?,4
573,what are cov19 symptoms,4
537,Are research fundings going to be cut as a result of the virus?,4
164,Will Covid19 go away like the 1918 influenza and SARS did,4
256,Can I get the virus from a stray cat?,4
642,I feel heaviness  in my chest nothing else from last 2 week ,4
254,Will the largest commercial suppliers in the country be urged to provide necessities for each household for delivery? We have Sobey’s Loblaw Amazon Walmart and Intelcom who do this today but in an unconcerted way. ,4
546,age wise statistics for covid-19,4
155,What is the incubation time of the virus?,4
632,How do I know if my chest is hurt because lung damage or another cause?,4
630,Whatbare the symptoms,4
246,"As of today, can we gather only 2",4
621,"If I'm below the age of 30, will I notice symptoms if I'm sick?",4
567,What are the symptoms of SARS-COV-2,4
232,if my tempreture is over 39 can i assume that i have covid-19 ?,4
503,What is the incubation time of covid-19 by age,4
489,How severe is the virus? ,4
229,when covid 19 is going to stop?,4
377,good morning,4
11,Do you think Taiwan is good?,4
372,I would like clarifications about the fact that test results don't work if you don't have symptoms. That does not seem like a commonality we usually see with tests like this.,4
326,What are the most common symptoms of COVID-19?,4
1002,What are the risks for people with diabetes? ,5
982,What is the risk for an asthmatic ?,5
1277,what is my level of risk?,5
802,How dangerous it is for pregnant womens?,5
955,What is the risk for a pregnant women?,5
350,Who is at risk?,5
1118,Are there any risk for the foetus? ,5
1772,If I have diabetes am I at a higher risk? ,5
825,Who is most at risk? ,5
10,What mesures needs to take a pregnant women to reduce the risk?,5
340,how many cases are there in Washington state,6
1220,How many cases are in spain ?,6
1301,How many cases in Canada now ? ,6
617,How many cases in Montreal,6
1489,how many new cases,6
996,How many cases in Montreal ,6
654,How many case in montreal,6
1487,What places of laval has covid-19,6
289,How many cases in Montreal?,6
1032,How many cases of covid in laval,6
218,How many cases in Quebec? ,6
1008,How many cases in Quebec ,6
1702,How many cases of coronavirus in Madagascar,6
1211,Is it ok to go outside to get fresh air?,7
321,Where should I go?,7
236,Am I allowed to go for a walk?,7
1397,Is it safe to go outside for a walk (social distancing from others)?,7
1539,Is it dangerous to go for a walk?,7
592,Should I go to the ER or my physician directly if I'm infected?,7
1676,When can I go to my cabin?,7
723,if i have symptoms should i go to the ER or should I call a doctor?,7
1798,Is it safe to take a walk outside with my child?,7
981,When should I go to the ER?,7
664,When will it be ok to go outside?,7
160,how is going,7
872,How i know that i 'm ill,8
1450,How do I know if I have been infected?,8
1423,How do I know I have covid?,8
501,what do you know about COVID-19?,8
1051,how to know if i have corona,8
252,may I know what is corona?,8
600,How do I know if I have the corona virus,8
1175,how to know that somebody have a corona,8
1657,How do I know when to get tested?,8
1655,How to know if I get COVID-19 or not?,8
713,How do I know if I have the covid-19,8
13,How do I know if I haver coronavirus?,8
1058,"If you recover from the virus, can you still be a carrier ",9
15,Is the Asymptomatic Carrier a temporary status? ,9
1173,How long does it take an average person to recover?,9
734,If I fully recover from COVID-19 would I still be considered a carrier and transmit the virus?,9
876,How long does it take to recover?,9
1377,What is an Asymptomatic Carrier?,9
1693,How does it take to recover from the virus?,9
1572,How long does it take to recover?,9
1748,how i can test if i have the diease?,10
1639,where can I get tested,10
1015,"If I experience symptoms but they are manageable, should I still go to the hospital for testing?",10
1407,I was very sick with covid symptoms in late February and still coughing . Should I go get tested,10
1703,"To get an idea of how widespread the virus is, why don't we simply test a random sample of people?",10
1421,"If my son if suppose to get tested tomorrow, but just starting to feel better. Can I cancel or should we still go?",10
1736,What are covid-19 test centres location in Montreal?,10
800,Where can I get tested?,10
1057,where can I test for covid,10
300,Is the test covered in in CIHIP?,10
1219,List of Canadian hospitals treating (not testing) patients with COVID-19?,10
385,Where should I be tested ?,10
201,Where are the testing centers located in Mtl?,10
1208,Where do we get the test for COVID-19?,10
1306,Were can I get tested? ,10
162,Does covid-19 test anonymous?,10
207,which hospital takes the test for covid 19?,10
649,Where is the closest testing facility to me?,10
1155,"In this time of crisis, is it okay to feed the raccoons",11
1209,how long does COVID-19 virus lasts in the body?,11
1323,How long does COVID-19 live on glass surfaces?,11
1274,How long can the virus live?,11
740,How long am I infectious for,11
1374,What do I have to expect after the disease?,11
316,I am 43. What’s the chance of my survival if I get covid. ,11
1072,How long does the virus survive on a surface like a doorknob?,11
476,When do I expect to hear back from you? ,11
420,Is it true that COVID-19 can survive up to a few days on hard surfaces?,11
1716,How long is this expected to last?,11
695,How long does the virus live on clothes?,11
781,How long can the covid-19 survive outside the body,11
1691,is it made by human or by nature,11
1498,Is there an estimate as to how long the crisis will last?,11
922,How long does the virus remain active and alive after attacking a human body?,11
572,I'd love to know how long I can be contagious?,12
1139,Can we be contagious when we don't show symptoms?,12
643,How many days can you be contagious without showing symptoms?,12
1780,How contagious is the virus?,12
775,Can I be contagious even if I don't have symptoms? ,12
1823,If you start showing flu symptoms should you consult a doctor or stay home?,12
755,How long until an infected person shows symptoms?,12
1667,"If I have covid-19, how long will I be contagious?",12
607,How long before symptoms start to show? ,12
223,How long are you contagious if you have Coronavirus?,12
1054,Is COVID-19 air-borne?,13
1819,Should I stay home?,13
1088,"If I have symptoms and I am told to stay home, can I take Tylenol?",13
892,Does the  virus stay on clothing?,13
727,How long does the virus stay in paper money and coins?,13
161,Can the Covid survive in the air?,13
925,Is staying at home mandatory?,13
1136,How long can the virus stay in the air,13
1319,Shall we stay where we are or travel to our home country?,13
1747,Does covid transfer through air?,13
129,Do the virus stay in air?,13
1228,How long will it take for a vaccine to be produced?,14
253,What is a vaccin becoming available?,14
1846,Is there a vaccine for corona virus?,14
1586,How long before we have a vaccine for corona? ,14
167,Is there a vaccine for corona virus?,14
1180,How long will it take to develop a vaccine ? ,14
1674,When is the vaccine available ?,14
846,What's covid19,15
4,What's covid19?,15
1608,Covid19,15
993,What is covid19?,15
323,What's covid19? ,15
189,What is Covid19,15
293,What are the symptoms of the covid19?,15
767,What are the symptoms of covid19,15
773,What are the symptoms of covid19?,15
1387,What are the Symptom for covid19,15
1848,how many people related covid-19,16
394,how to interact with people,16
297,How do people get infected with Coronavirus?,16
357,How many people are infected in Lithuania?,16
1119,How many people are infected in toronto,16
674,how many people in America?,16
694,How many people have it in my town?,16
1661,how many case positive with COVID-19 ?,16
1673,how many people positive with Covid-19 in the world?,16
338,how many people positive result with COVID-19,16
1293,how long people live after being infected by coronavirus,16
928,How many COVID-19 related deaths have there been in Montreal?,16
1178,How can i cure covid-19?,17
1063,In how many days can covid be cured? ,17
1662,"Once you are cured from Covid-19, can you catch it again?",17
590,When will the cure be available ?,17
829,how many people have died in the US?,18
1438,How many people died in Belgium?,18
61,How many people have dies,18
1746,how many people died so far?,18
1404,How many people died in NYC,18
1504,how many people have died,18
1223,how many people die for cover?,18
989,Can I die from Covid-19?,18
481,how many people died?,18
711,How does it die in asymptomatic people?,18
666,What is the probability of dying?,18
311,How does COVID-19 kill its victims?,19
1357,Does soap really kill the virus?,19
308,Is it true that warm kills Coronavirus?,19
1262,If I inhale a high concentration of soap bubbles would that kill the virus on contact in my lungs?,19
353,Is it true that warm kills Coronavirus?,19
743,Is the virus vulnerable to high temperature?! Does steam cleaning the surfaces and cloths kills the virus?,19
464,Will high temperature kill coronavirus?,19
1708,What are the symptoms I should feel if I am infected with Corona virus?,20
1646,I'm feeling dizzy with fever do I have corona? ,20
1287,What is corona virus?,20
1834,What is corona,20
1134,Does the fever persists in corona ,20
1653,What are the symptoms of corona virus,20
1299,Corona virus characteristics,20
1496,How many Canadians currently have corona virus?,20
330,Symptoms of corona,20
1307,is there a new form of corona virus?,20
241,what is the death rate of the new corona virus,20
760,What are the symptoms of Corona?,20
331,I have cold for couple of weeks. Have cough over night and regular mucous during day and night. Feel a bit hot but not fever that can be feel. Sometimes ear pain for infection. Some times get stressed on having corona. Does any of these symptoms suggest that? I have quarantined myself for over 10 days  ,20
1591,Why is called COVID-19,20
1753,What is corona,20
776,Why is it called Corona virus?,20
1059,What are the symptoms of corona virus,20
679,Whats corona,20
1186,What is corona virus and COVID19,20
1185,I have fever 38°C. Is that corona virus symptoms?,20
1735,How is the corona virus being spread,20
1333,What's the current count in India,20
1424,can you please tell me symptoms of corona virus?,20
177,Does a throat feel itchy or really sore and a symptom ,21
954,I have a sore throat. What do I do?,21
1796,I have a sore throat. Is that a sign of Covid19?,21
430,I have throat ,21
199,Is itchy throat sign of covid 19,21
1765,I am feeling itchy around my body. Is it a symptom of covid? ,21
1436,Is sore throats a symptom ,21
629,"I am having sore throat, cold, cough, temperature is not stable continuously increases and decreases. So Do I need to go for a test?",21
1294,Get I get infected from a dog?,22
1066,Can I get infected after I healed from it?,22
1597,"Does Pneumonia vaccine, which is for a bacterial infections, helps the immune system to deal with the viral infection of Covid-19 more easily? By removing the possibility of bacterial infection and just focusing on viral infection!",22
1815,From the infected worldwide population what will be the ratio of asymptomatic people,22
593,Which country infected ? ,22
451,What do I do if I suspect I'm infected?,22
890,What is the estimated population that will be infected by the covid-19 virus?,22
1363,Can antibiotics deal with viral infection?,22
27,Which country infected ? ,22
1452,From the infected worldwide population what is the ratio that will need medical attention (eg. ICU or ventilators)?,22
396,Am I infected,22
1564,"If someone was infected once, can they be reinfected? Can they still carry the virus and infect others?",22
995,What is Covid-19 virus?),22
929,Can you get be infected more than once? ,22
1849,How COVID-19 is infecting?,22
1654,How covid-19 virus infected?,22
440,I cough. is it Covid-19?,23
354,is coughing phlem a symptom?,23
756,I am coughing but I don't have fever. Could I have covid-19?,23
1200,What to do when i gave cough,23
733,Is a cough but no fever a symptom?,23
1161,"i am coughing, what should i do?",23
469,What if I have cough ?,23
1331,How long does it takes to get first symptom of Covid-19 ,24
1401,Which are its first symptoms?,24
1334,Why didn't you answer my first question?,24
303,What's the point of asking you questions if you don't have answers,24
570,Do I have to ask a sclerotic question about traveling or something to get an answer ,24
1184,Doeas the software is automatic in English because I use an English device? If I ask in French the answer will be in French?,24
1215,"If you contract COVID-19, how do you treat yourself at home?",25
299,who is at risk of dying after contracting the virus?,25
646,Can anti-viral drugs be used to treat the coronavirus?,25
1642,What are the side-effects of hydroxychloroquine for treating COVID-19?,25
1802,Can you die from contracting covid?,25
728,How effective is the new drug manufactured by Fujifilm Toyama Chemicals in treating COVID-19?,25
295,How do I treat coronavirus?,25
1803,Is it safe to jog/run outside?,26
650,Can I go for a run? Does running/exercise compromise my immune system? ,26
1104,Can I run outside,26
857,Option to run the questions for children ,26
471,My  father is 80 years and food is delivered to him daily. Can food containers and food itself be contaminated by COVID,27
1644,Is ordering food from a restaurant discouraged?,27
358,What are the best food to get good immune ,27
633,Is it safe to order food during the COVID-19 pandemic?,27
1402,Can I get infected from food or grocery delivery?,27
336,where can I help?,28
1760,Does Wearing gloves help?,28
1822,Does eating Oranges daily help to fight this virus,28
118,Will the heat of the summer help fighting the virus?,28
163,What kind of medication can I take if I have the virus ?,28
821,what kind of protective gear do i need to wear?,28
278,Can drinking alcohol helps COVID19? ,28
720,how much does corona virus stay on each kind of surfaces?,28
1392,Is there any medication to take to help?,28
714,What is the incubation period? ,29
233,Is the virus infectious during incubation period?,29
1587,How long does this virus incubate? ,29
712,What is the period of incubation?,29
1156,How long is incubation period? ,29
619,What is the incubation period for COVID-19?,29
659,What’s the incubation period? ,29
1300,what treatments are available for covid-19?,30
1542,Is there a treatment for corona virus?,30
863,How long is the treatment?,30
1075,treatment for covid 19,30
206,When will the treatment be available for this pandemic?,30
1473,When will covid end? ,31
595,when will the pandemic end?,31
359,when is this pandemic going to end?,31
1199,When will the pandemic end? ,31
623,When will this end,31
817,When this will ever end ,31
1327,What is the situation right now in the world?,32
211,What is the current situation of COVID-19 infections?,32
1717,What is the situation now in my country?,32
393,How about covid situations? ,32
390,what is canada's situation right now?,32
599,How deadly is the virus?,33
1506,Is the virus deadly?,33
1706,How deadly is the virus?,33
1530,How long do you think we will have to be in a lockdown ,34
1579,what should I do if I think I infected by corona virus?,34
1704,What to do if I think I have covid 19?,34
2,I think I have a fever. What do I do?,34
381,"I think I have coronavirus, should I go to the emergency",34
1043,I think I have COVID,34
461,I think I’m sick,34
706,What should I do if i think that i'm infected ?,34
678,How long does it last once infected ?,35
631,How long does it last? ,35
1144,"How long the sickens last, m",35
1049,How long will it last?,35
1845,How long do the symptoms of COVID-19 last for?,35
1351,How long will the pandemic last?,35
1707,How is it transmitted?,36
1207,How did this virus transmit?,36
520,How is covid transmitted?,36
284,How does COVID-19 spread?,37
1055,How does Covid-19 spread?,37
1007,is china responsible for the spreading of COVID-19?,37
213,How does it spread ?,37
280,how is covid 19 spread?,37
5,Does the virus spread by rain?,37
1242,how to prepare for spread of covid 19?,37
12,How's the shortness of breath?,38
1326,I have shortness of breath but no fever,38
1408,What should i do if i am short of breath?,38
1520,What are the symptoms of COVID-19,39
735,What are the symptoms of Covid-19?,39
276,what are the symptoms of COVID-19?,39
1226,What are the symptoms of Covid-19?,39
844,What is the covid-19 symptoms? ,39
1198,What are the symptoms of COVID-19?,39
1174,What are the symptoms of COVID-19?,39
1346,symptoms of covid-19,39
1368,what are covid-19 symptoms?,39
1182,what are the symptoms of covid-19,39
447,Symptoms of Covid ,39
1378,what are covid symptoms,39
258,Impact of covid,40
1281,What will be th impact on international students?,40
1624,Impacts of it,40
26,What is the impact that covid-19 has in the economy?,40
1419,what are the symptoms of coronavirus,41
1566,What should I do if I have Coronavirus symptoms?,41
1688,what is coronavirus,41
83,What is coronavirus ?,41
1652,Can I get the virus from breathing infected airborn particules,42
1574,Is the virus airborne ,42
1526,Is Covid19 an airborne? ,42
798,Can this virus infect me in an airborne fashion?,42
1146,What is self-isolation?,43
1030,what is self monitoring?,43
1258,what is self isolation?,43
1508,"If I'm in self-quarantine with mild symptoms of some sort of respiratory thing, when can I stop self-quarantining?",43
1729,Can you see friends if you stick to the social distancing guidelines?,44
616,what is social distancing?,44
1725,My employer is not implementing social distancing or safety measures in my workplace. What recourse do I have?,44
1267,How long will social distancing measures last?,44
301,Will social distancing slow the spread of covid-19?,44
389,What are the main synptoms?,45
1417,What is the main symptoms of the disease related to new coronavirus,45
383,Is fever the main symptom for vivid-19,45
220,What are the symptoms of vivid 19?,45
594,what are the main symptoms of coronavirus,45
505,what are the main symptoms,45
1018,how to prevent ?,46
491,how can I prevent to get infected?,46
1668,How to prevent the spread of COVID-19?,46
842,What is COVID-19,47
1163,What is covid-19?,47
790,what is covid-19 ?,47
538,What is covid 19?,47
1240,What is COVID 19,47
23,What is Covid-19?,47
1497,What is covid-19?,47
1025,Why Covid 19?,47
1510,What is COVID-19?,47
1534,what is covid-19,47
1031,what is covid 19,47
1131,What is Covid 19,47
45,What is the COVID-19?,47
1290,what is covid-19,47
1273,What is COVID-19?,47
1609,Covid-19,47
603,What is COVID 19?,47
1261,About COVID-19,47
356,what's is COVID-19?,47
1825,What’s COVID-19?,47
8,what is covid-19,47
470,Covid-19,47
29,What is covid,48
25,What is the covid?,48
544,What is covid,48
522,What is covid?,48
609,What is covid,48
579,Covid?,48
1353,Do I have covid?,48
413,What are the symptoms,49
1444,What are the symptoms?,49
143,what are the symptoms,49
1529,What are the symptoms,49
1009,What do I do if I have symptoms?,49
1014,What are symptoms ,49
375,What are the symptoms,49
754,Symptoms,49
380,what are the symptoms,49
384,What are the symptoms ,49
1251,Symptom,49
1084,What are the Symptome ,49
830,Symptom,49
1345,what is the symptoms?,49
1832,What are the symptoms,49
1341,What should I do if I start coughing?,50
681,How Covid-19 started?,50
653,where did it start,50
1380,"I have a fever, what should I do now?",51
950,What should I do if I have fever?,51
550,"Must the fever-symptom related to COVID-19 be a continuous fever, or is it possible that the fever is short-lived?",51
753,is fever a symptom of coronavirus? ,51
176,I have fever what I should do,51
281,How can I make the difference between a cold and covid19?,52
931,Do i have a covid or is it just a cold?,52
1121,Who can I make the difference between a cold and covid19?,52
822,"My head hurts, my body aches a little and I feel a cold coming. How do I know if this is Covid-19 or just an ordinary cold?",52
