"timestamp_est","anonymous_id","language","question"
"2020-03-21 09:30:09.313","49614d98-6864-472f-9cce-e748b0dbfb90","fr","Avons-nous une idée dans combien de temps les lieux publics/privés (ex: gyms de CrossFit"
"2020-03-21 10:59:53.419","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","comment obtenir un rdv"
"2020-03-21 11:25:45.451","243ce221-7ad9-4421-9c34-f078bb5f4461","fr","Quels sont les premiers symptômes à apparaître? "
"2020-03-21 11:05:05.967","3e49cb8e-c3da-4192-ac69-85ac0b50cfe0","fr","Dois-je entrer travailler si je suis immunosuprimé"
"2020-03-21 11:41:51.954","abaf5c73-4246-463f-acdb-8acc5b349dee","en","Should I stay home ?"
"2020-03-21 12:53:58.443","66c7bd79-e62c-428a-adac-f69fb087691c","en","is migraines a symptom?"
"2020-03-21 12:45:44.062","9de3aa0d-6b7c-45b9-bf20-9ff9fe36a6a6","fr","Y a t’il une orientation pour le personnel travaillant en aire ouverte "
"2020-03-21 10:23:56.851","9e7442fc-dbbd-4e6b-ac35-f0cc7df8c6b4","fr","Quels sont les symptômes du covid-19?"
"2020-03-21 08:53:40.791","54d87c36-4a7d-4b0b-9463-cab2e01db270","fr","mes oiseaux risquent ils d'attrapper le covid-19"
"2020-03-21 10:59:53.353","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","l'allocation familiale annoncée, elle sera versée quand"
"2020-03-21 11:07:18.655","a4e453be-2364-41a1-a9f5-b207aa6c9d26","fr","À quel moment devrions nous nous inquiéter? "
"2020-03-21 10:23:56.908","9e7442fc-dbbd-4e6b-ac35-f0cc7df8c6b4","fr","Y-a-t-il un remède de disponible? "
"2020-03-21 10:59:53.366","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","c'est quoi le covid"
"2020-03-21 10:36:23.684","f689b98c-29f7-4a44-8b62-3b69231c8ca5","fr","Si je N'ai pas de fièvre et que je n'ai pas voyagé"
"2020-03-21 09:58:36.656","cd7d48a5-e664-4b53-bfc4-0135570a8865","en","how can I prevent myself from getting sick?"
"2020-03-21 10:09:59.19","cd91130c-6c89-4886-adb2-9185d7c74611","fr","Est ce que la diarrhée est réellement un signe avant coureur de la covid?"
"2020-03-21 09:32:33.317","26ec6fa2-378f-4485-908b-10617541e58b","fr","Combien de jours le virus peut-il vivre sur des surfaces?"
"2020-03-21 09:58:36.672","cd7d48a5-e664-4b53-bfc4-0135570a8865","en","Can I visit my parents?"
"2020-03-21 11:32:09.906","470bcaef-ae5a-45ad-a380-b79ad65d42b8","en","How often should i take my temperature?"
"2020-03-21 12:16:29.001","cba04012-0cfb-430c-b660-4abeeeb1aa70","en","I have a headache and an itchy throat. Am I at risk? "
"2020-03-21 10:59:53.427","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","comment avoir un rendez vous"
"2020-03-21 11:50:01.632","87588af0-5b62-46e0-8990-869114b8312e","fr","Un étudiant comme moi peut il être payer à rendre visite aux personnes âgées et être payer ?  "
"2020-03-21 11:47:20.314","839f9516-082a-463d-bdee-595d5d59b1ea","fr","Dois-je aller à l'hôpital si j'ai de la température ?"
"2020-03-21 11:38:28.706","4928dcc7-affb-4651-8082-051e4f9fe269","fr","Est ce que le covid 19, qui semble etre comparer a une pneumonie, être traité par antibiotique?"
"2020-03-21 11:51:21.207","5b925b2f-4861-464c-837c-d8656bedfdcc","en","How long does it last? "
"2020-03-21 10:21:07.55","6c5954db-597c-4703-b6e9-4bac39f0cd30","fr","Est-ce que le mal de gorge est un symptôme de la covid? "
"2020-03-21 10:59:53.377","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","combien de temps va durer la pandémie"
"2020-03-21 11:42:59.473","5fb9b2b2-2fd7-4f6a-811f-b96aaf99b279","en","Is it safe to order food during the COVID-19 pandemic?"
"2020-03-21 10:59:53.454","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","j'ai une gastro si je vais en clinique, j'ai peur d'attraper le virus"
"2020-03-21 10:59:53.402","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","suis-je a risque "
"2020-03-21 11:40:04.241","863d125e-dfb0-4638-aaba-d191ac9bb9e9","fr","Est ce que la question, arrivez vous de voyage est encore d'actualite?  Messeble que la propagation est au dela de ca? "
"2020-03-21 11:25:45.442","243ce221-7ad9-4421-9c34-f078bb5f4461","fr","À combien de cas sommes-nous? "
"2020-03-21 10:21:07.594","6c5954db-597c-4703-b6e9-4bac39f0cd30","fr","Que faire si jai une toux et que je fais de la fièvre?"
"2020-03-21 10:59:53.466","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","je suis malade, j'ai peur d'aller voir le medecin et attraper le virus"
"2020-03-21 10:21:07.528","6c5954db-597c-4703-b6e9-4bac39f0cd30","fr","Est-ce qu'il y aura assez de chômage pour tout le monde qui en a besoin?"
"2020-03-21 11:48:53.564","87588af0-5b62-46e0-8990-869114b8312e","fr","Puis-je m’isoler volontairement et être payer ?"
"2020-03-21 11:07:18.65","a4e453be-2364-41a1-a9f5-b207aa6c9d26","fr","Quels sont les symptômes du Covid-19 qui ne s’apparente pas à une grippe? "
"2020-03-21 12:34:36.62","57443797-c060-462d-9b47-35a3fbfbcbd7","fr","Doit on être confiné ?"
"2020-03-21 09:45:35.457","fdb9ea21-a2c4-4562-b182-b28ff01f256b","en","How do I know if I have the corona virus"
"2020-03-21 11:06:23.73","92b082a8-7e8c-4f2e-81e1-ba052f1aaa86","en","I  take daily walks but keep a 6 ft distance when I talk to someone. Is that OK?"
"2020-03-21 09:23:35.694","dfe10a97-9bf9-422f-8251-9e5149904d94","en","If I have diabetes am I at a higher risk? "
"2020-03-21 10:59:53.394","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","quela sont les symptomes"
"2020-03-21 10:58:17.077","373f5a80-0bf4-4b59-b3c1-8d98b37d9888","fr","Avec quoi peut-on désinfecter les surfaces?"
"2020-03-21 09:45:35.493","fdb9ea21-a2c4-4562-b182-b28ff01f256b","en","How can I get tested if I'm asymptomatic?"
"2020-03-21 02:07:43.764","db5a20f9-6ce4-4c89-9833-f4fa5bb70b98","en","Does eating Oranges daily help to fight this virus"
"2020-03-21 11:41:51.96","abaf5c73-4246-463f-acdb-8acc5b349dee","en","Where should I be tested ?"
"2020-03-21 08:56:32.475","fb39a023-b0bc-4271-994a-5b6c60a6daa8","fr","Est t il safe de prendre des médicaments t elle que mezavant ou salofak"
"2020-03-21 09:10:27.241","7b743f72-9dea-4951-908a-24e873d76a34","en","What are the symptoms of COVID-19?"
"2020-03-21 11:51:21.22","5b925b2f-4861-464c-837c-d8656bedfdcc","en","How long before we are healed "
"2020-03-21 10:59:53.437","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","j'ai un rhume, j'ai peur de me présenter dans une clinqiue"
"2020-03-21 12:08:35.332","a4c13d0e-cdbc-48a8-b24a-7135ec3ed285","en","J'ai eu des symptômes en février avec un peu de difficultés à respirer une fois couchée seulement, faible toux, fièvre, courbatures et amygdales super enflées, et grande fatigue 7 à 10 jours de retour à la normale."
"2020-03-21 09:58:36.661","cd7d48a5-e664-4b53-bfc4-0135570a8865","en","How do I treat coronavirus?"
"2020-03-21 09:58:36.672","cd7d48a5-e664-4b53-bfc4-0135570a8865","en","Is it safe to travel to chicago?"
"2020-03-21 11:47:19.395","366a31ab-98bf-4466-b9f3-7b499ac6d75c","en","How many asymptomatic people are there likely to be?"
"2020-03-21 10:59:53.337","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","suis-je a risque de perdre mon emploi"
"2020-03-21 09:30:09.362","49614d98-6864-472f-9cce-e748b0dbfb90","fr","Avons-nous une idée dans combien de temps les lieux publics/privés (ex: gyms de Crossfit, magasins) réouvriront? Avec précautions et directives bien sûr. "
"2020-03-21 09:58:36.66","cd7d48a5-e664-4b53-bfc4-0135570a8865","en","When will it be ok to go outside?"
"2020-03-21 09:22:36.563","507092f6-fee4-47e3-89a1-39c932ac23ae","en","age wise statistics for covid-19"
"2020-03-21 02:07:43.819","db5a20f9-6ce4-4c89-9833-f4fa5bb70b98","en","Does temperature has any effect on the virus"
"2020-03-21 10:37:53.125","f689b98c-29f7-4a44-8b62-3b69231c8ca5","fr","Est-ce que nous sommes en période de transmission communautaire?"
"2020-03-21 09:31:04.859","d66fdac6-939a-4737-a37c-69851ecf623a","fr","Si j’ai une maladie pulmonaire et que je suis infectée par le covid-19, il va s’écouler combien de temps avant de mourir?"
"2020-03-21 10:36:23.684","f689b98c-29f7-4a44-8b62-3b69231c8ca5","fr","Quoi faire si je tousse"
"2020-03-21 08:52:33.554","04227e51-dd74-4104-9b40-f1be16f97eea","en","How long will it take to develop a vaccine ? "
"2020-03-21 09:45:35.478","fdb9ea21-a2c4-4562-b182-b28ff01f256b","en","How do I know when to get tested?"
"2020-03-21 12:03:39.463","0d1368ad-6269-497a-92be-bef48c314dcd","en","Are research fundings going to be cut as a result of the virus?"
"2020-03-21 11:05:06.001","3e49cb8e-c3da-4192-ac69-85ac0b50cfe0","fr","Pourquoi je ne peux pas faire de télétravail dans le domaine de la santé "
"2020-03-21 10:52:23.4","90f34527-81fa-437a-820d-4200855973a6","en","Qu'arrivera t'il de mon emploi?"
"2020-03-21 10:59:53.385","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","j'ai besoin d'aide je crois"
"2020-03-21 10:59:53.446","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","j'ai une gastro, j'ai peur de me présenter dans une clinnique"
"2020-03-21 12:40:08.923","17a0efa7-9250-48eb-8b2e-32ea3f85abaf","en","Must the fever-symptom related to COVID-19 be a continuous fever, or is it possible that the fever is short-lived?"
"2020-03-21 11:38:28.685","4928dcc7-affb-4651-8082-051e4f9fe269","fr","Est-ce que le covid 19, qui semble etre comparer a une pneumonie"
"2020-03-21 10:59:53.411","aaa45fa5-962e-4ee1-bcef-cceb93070aa0","fr","comment obtenir de l'info pour le depistage"
"2020-03-21 14:17:50.653","a3b6c189-79f6-4af2-af92-db67168e987b","en","I have Hashimoto's hypothyroiditis. Am I more at risk? I also had a PE due to Fv-leiden and oral contraceptives in 2001...what do you recommend I do?"
"2020-03-21 14:03:01.217","97204b2c-e758-4ddd-a307-9993c294fd3f","en","Test "
"2020-03-21 16:15:49.232","3eb07cc6-e9a7-40d0-9609-553a07823637","en","Is there a cure for corona virus?"
"2020-03-21 13:07:20.011","a9087615-d23d-475f-8d82-2988881cefe9","en","Lp test "
"2020-03-21 16:15:49.306","3eb07cc6-e9a7-40d0-9609-553a07823637","en","Are young people susceptible to corona virus?"
"2020-03-21 14:39:38.156","82bb15fa-39f0-4203-9de0-654e2355eb6c","fr","Je tousse depuis 5 jours. Est-ce que je devrais aller à l'urgence?"
"2020-03-21 12:08:45.254","b43c1b22-205c-4b49-805f-3b8c0cc3e588","fr","Y a-t-il des dangers pour les femmes enceintes ?"
"2020-03-21 13:40:33.053","7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb","fr","Est ce que de mettre un masque me protège bien du virus? "
"2020-03-21 15:54:28.923","c2a02e70-8aeb-47c0-b026-83d46e30c457","fr","Est ce que le Coronavirus part au lavage ? "
"2020-03-21 16:32:30.495","51ca9f71-017c-41b1-af5e-1de3f19883fe","fr","Est-ce que la transmission communautaire est débuté?"
"2020-03-21 16:15:49.262","3eb07cc6-e9a7-40d0-9609-553a07823637","en","How do I know if I have been infected?"
"2020-03-21 15:51:43.742","ea3021bb-0785-4fdd-a2af-95ae20568b5c","fr","Que dois-je faire si je présente des symptômes du COVID-19 ?"
"2020-03-21 13:22:06.785","018327a0-2672-447f-aa15-5168dbde9c1c","fr","Après 14 jours de confinement, puis-je retourner au travail si je n'ai pas de symptômes?"
"2020-03-21 12:34:36.617","57443797-c060-462d-9b47-35a3fbfbcbd7","fr","Bonjour, puis je me réunir avec des amis ?"
"2020-03-21 13:15:29.882","00e8ad36-3dc4-4908-98bb-c348d51ec7e3","en","How does COVID-19 affect asymptomatic people's lungs? "
"2020-03-21 16:24:13.235","95b95e68-cea1-456f-9120-aefd7834c5e1","en","What about the researches with respect to treatment of COVID-19"
"2020-03-21 17:35:54.099","d8f93e1c-180c-44c8-8c27-7ebeeceda751","fr","Avez-vous des informaticiens sur COVID-19"
"2020-03-21 12:36:05.643","c6054612-f7c4-4d46-accb-c3f88d514a6d","fr","Est-ce que on peut être malade mais ne pas présenter de symptômes?"
"2020-03-21 15:51:43.605","ea3021bb-0785-4fdd-a2af-95ae20568b5c","fr","Combien de gens sont infectés au Canada ?"
"2020-03-21 15:54:28.812","c2a02e70-8aeb-47c0-b026-83d46e30c457","fr","Quelles sont les symptômes du covid ? "
"2020-03-21 12:45:44.068","9de3aa0d-6b7c-45b9-bf20-9ff9fe36a6a6","fr","Est ce que le covoiturage est à éviter en cette période de pandémie "
"2020-03-21 13:49:03.253","f05dff01-c140-4b69-bc67-80f491f3ae07","fr","Combien de temps le virus survie t'il hors du corps?"
"2020-03-21 14:14:42.311","a4c13d0e-cdbc-48a8-b24a-7135ec3ed285","en","Le coronavirus survit-il quand une personne contaminée meurt ?"
"2020-03-21 15:51:43.68","ea3021bb-0785-4fdd-a2af-95ae20568b5c","fr","Quels sont les symptômes du COVID-19 ?"
"2020-03-21 14:45:32.533","83b1fc46-dfa3-40a5-a728-a0cd08cb003a","fr","J'ai des écoulements nasaux, est-ce que je devrais me faire tester pour le covid?"
"2020-03-21 15:03:36.95","0c3f8668-cc95-49c7-b6db-8c9d7e33f78c","en","Test "
"2020-03-21 16:15:49.22","3eb07cc6-e9a7-40d0-9609-553a07823637","en","What's corona virus?"
"2020-03-21 12:22:22.697","62c1cd74-c04c-4f5c-a743-91d58d410e34","en","Hi"
"2020-03-21 16:41:57.517","8c2be3c5-7e39-4cb6-ae74-5c0aff539ab4","de","What are the Symptome "
"2020-03-21 16:18:43.569","c8b7b2a5-a411-4c8a-809b-e376fbef8328","fr","Mon nez coule, dois-je m'inquiéter?"
"2020-03-21 14:39:38.158","82bb15fa-39f0-4203-9de0-654e2355eb6c","fr","Si je suis en isolement depuis 10 jours et que mes parents aussi, est-ce qu'on devrait se visiter?"
"2020-03-21 12:53:58.382","66c7bd79-e62c-428a-adac-f69fb087691c","en","what is going to happen to us?"
"2020-03-21 15:39:48.616","a6c45235-f509-43c1-9f45-dde1ef257c7d","fr","Combien de morts aujourd’hui dans le monde?"
"2020-03-21 15:21:13.73","9d9d9bac-8687-4951-b247-5822a98869f0","fr","Quels sont les symptômes du Covid-19 ?"
"2020-03-21 12:45:44.085","9de3aa0d-6b7c-45b9-bf20-9ff9fe36a6a6","fr","La femme enceinte est elle considérée plus à risque ?"
"2020-03-21 14:00:29.15","0ca32b20-b512-414f-b84c-5f966c4cb042","en","Comment puis-je me faire tester?"
"2020-03-21 16:15:49.283","3eb07cc6-e9a7-40d0-9609-553a07823637","en","Should I go to the ER or my physician directly if I'm infected?"
"2020-03-21 16:36:51.5","6147e278-3c26-40e4-a016-b18f494c03a3","en","what are the symptoms of covid-19 by day of infection?"
"2020-03-21 15:45:37.156","149bd5f4-019c-4141-9c95-84d4f10bc2f8","en","How long does the virus remain on a surface?"
"2020-03-21 16:35:48.448","461b0490-15e2-4780-a3cf-cc24c5029b2b","en","Can you catch covid 19 after having had it before "
"2020-03-21 15:15:40.593","7ff9c658-7ae1-4e9c-941e-80187cb1c7f0","en","what is coronavirus"
"2020-03-21 13:39:24.723","0c3f8668-cc95-49c7-b6db-8c9d7e33f78c","en","Testing "
"2020-03-21 15:54:28.836","c2a02e70-8aeb-47c0-b026-83d46e30c457","fr","Combien de personnes sont infectés à Montréal ? "
"2020-03-21 15:48:29.999","291fcd60-0f53-4d6a-bff3-086b6f753267","en","What are the coronavirus symptoms?"
"2020-03-21 16:23:07.712","254f9eaa-2899-4a93-81db-fa92da868c6d","en","Combien de cas prévoyons nous avoir d’ici 1mois"
"2020-03-21 13:34:43.669","16c1484f-fcfa-4d3f-979a-d4b728b69bd0","en","What should i do if i am short of breath?"
"2020-03-21 15:22:57.414","9b1c0bfc-6f52-47df-bed9-cc5a7d292d07","fr","Combien de temps dure un rhume normalement ?"
"2020-03-21 14:21:13.526","4e4447a0-86d9-4c54-9d5b-f956e1cf705f","fr","Est-ce qu'il existe actuellement un médicament efficace contre le Covid-19?"
"2020-03-21 16:23:07.705","254f9eaa-2899-4a93-81db-fa92da868c6d","en","Es ce facile de se faire tester si nous avons les symptômes"
"2020-03-21 14:38:01.481","9a8f9c74-c96a-414b-9bf8-21fd5f6ddc09","fr","Prendre une marche avec une autre personne c'est risqué?"
"2020-03-21 17:54:32.891","e912766a-3a24-4c7c-8520-f1552b2b8982","fr","Est ce que je peux aller porter de la nourriture à une personne en quarantaine?"
"2020-03-21 14:03:01.199","97204b2c-e758-4ddd-a307-9993c294fd3f","en","Test "
"2020-03-21 13:22:06.641","018327a0-2672-447f-aa15-5168dbde9c1c","fr","Quels sont les critères qui vous permettront de lever l'état d'urgence sanitaire et les consignes de confinement?"
"2020-03-21 17:04:45.152","b46310b5-5877-465c-bd0f-67bad5b70f3a","pt","O que é o covid19 ?"
"2020-03-21 12:53:58.397","66c7bd79-e62c-428a-adac-f69fb087691c","en","when will the pandemic end?"
"2020-03-21 13:40:32.963","7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb","fr","Je tousse un peu, est ce que je doit me faire tester au covid 19 ? "
"2020-03-21 12:34:57.216","39f06664-ce29-4156-b875-799c5ccb406d","en","Test"
"2020-03-21 14:32:23.113","3759c119-2722-46b9-b513-acbdcc5e6e95","en","My throat seems to burn a little. Should i be worried ?"
"2020-03-21 14:38:01.608","9a8f9c74-c96a-414b-9bf8-21fd5f6ddc09","fr","Combien de temps le virus reste sur les surfaces, les vêtements ou les aliments?"
"2020-03-21 16:16:36.573","bae585c4-38e7-4e93-ac5b-52b2d03ae34b","fr","Ma conjointe travaille dans un commerce essentiel et est en contact avec plein de gens dont on ne peut pas savoir s'ils sont à risque de propagation ou pas.  Je suis à la maison et je ne sors pas depuis 1 semaine.  Si j'ai des symptômes de rhume sans fièvre, devrais-je m'inquiéter?"
"2020-03-21 16:38:20.457","d2bf053f-2512-4f30-aab6-cf74894dc3c2","it","Is the Asymptomatic Carrier a temporary status? "
"2020-03-21 23:34:33.238","a26511f8-07a7-4e76-a246-c4c22f5f7f04","fr","Non"
"2020-03-21 13:40:32.902","7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb","fr","Qui est plus à risque de mourir du virus ? "
"2020-03-21 15:48:30.015","291fcd60-0f53-4d6a-bff3-086b6f753267","en","Is it OK I go out for a walk alone?"
"2020-03-21 12:53:58.418","66c7bd79-e62c-428a-adac-f69fb087691c","en","will governments learn from this?"
"2020-03-21 16:03:27.615","1ec981b1-26fc-4ae7-a416-a8c4bc026179","en","I am coughing so you think I have Coronavirus?"
"2020-03-21 14:00:29.163","0ca32b20-b512-414f-b84c-5f966c4cb042","en","Mon enfant est malade et a le"
"2020-03-21 12:36:25.104","e186f383-beae-4595-a721-f9bd8c2f0a00","fr","Comme tierce personne en contacte avec une personne en quarantaine revenant de voyage mais ne présentant pas de symptômes, dois-je me placer en quarantaine?  Et pour quelle période?"
"2020-03-21 13:40:32.931","7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb","fr","Est ce que je peux visiter ma famille ? "
"2020-03-21 14:52:36.787","de362e50-1013-41bd-94e7-e6f76938cecd","fr","Tu réponds pas au question?"
"2020-03-21 16:52:42.242","3d8b0fe1-ac29-4c02-acab-a4834608a0a4","en","What are the risks for a person between 20 and 40 years old with asthma?"
