timestamp_est,anonymous_id,language,question,detected_lang,symptom,statistics,can,hospital,isolation,about,incubation,infection,caution,treatment,future,nextsteps,test,open,total,cluster,ans_0,ans_1,ans_2,ans_3,ans_4
2020-03-23T14:49:40.485Z,e7bc9bdd-c391-48c3-b32c-1f87e5456391,en,Can you go for a walk even though everyone is being told to stay home,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,can,"Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health. Such individuals must not at any time go outside, even for a walk.","If you have coronavirus symptoms (see page 5), feel weak and fatigued, rest will help you fight the disease. Limit your contact with others until you have no more symptoms. You can go back to your normal activities when your state of health allows you to.","Adults who are 70 years of age or older are most at risk of dying from complications of COVID-19. To protect their health, people 70 years of age and over are asked to stay home, except in cases of necessity or exceptional circumstances such as an important medical appointment.","As much as possible, work from home If you must go to your place of work:",Individuals who return from a trip must not go to work. Individuals who are not returning from a trip and who do not display any symptoms are invited to go to work and to abide by the usual rules of hygiene. Individuals who are not returning from a trip and who display cold- or flu-like symptoms are invited to display common sense and evaluate the relevance of going to work in light of their health status.
2020-03-22T21:49:35.662Z,5b7f41a7-86f8-4a2e-a404-c8fe3e111f6e,en,Can I still go out for grocery shopping even if I m just getting back from vacations,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,can,"As often as possible, but especially:",Adults at risk of severe respiratory symptoms:,"All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities.","All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities.","All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities."
2020-03-25T20:00:46.39Z,e9db29c8-7398-4b0b-af68-c7735431521e,en,Can I go for a walk outside in my neighborhood if I am voluntary isolation,en,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,can,"As often as possible, but especially:",Adults at risk of severe respiratory symptoms:,"Individuals in voluntary self-isolation must stay at home, monitor their symptoms and call 1 877 644-4545 if they have a cough or fever. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please refer to the Health Recommendations section.","Yes. Employees will be paid as usual.
","Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health. Such individuals must not at any time go outside, even for a walk."
2020-03-26T23:05:52.063Z,e5b9e1e5-a4ee-4a50-948f-a63a8cac335d,en,Where can I go to get tested,en,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,can,"As often as possible, but especially:","All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities.","All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities.","All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities.","The procedures are outlined in the <a href=""/en/family-and-support-for-individuals/emergency-daycare-services/"">Emergency Childcare Services section</a>"
2020-03-24T17:22:17.94Z,7bfdf5f9-dfe2-4b9d-b114-f7a8c21f9ac1,en,where can I go for a test in Montreal,en,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,can,Adults at risk of severe respiratory symptoms:,"As often as possible, but especially:",Visits,Individuals who return from a trip must not go to work. Individuals who are not returning from a trip and who do not display any symptoms are invited to go to work and to abide by the usual rules of hygiene. Individuals who are not returning from a trip and who display cold- or flu-like symptoms are invited to display common sense and evaluate the relevance of going to work in light of their health status.,"Starting March 13, 2020, non-essential visits to hospitals, residential and long-term care centres, intermediate resources, targeted family-type resources and private seniors’ homes will be prohibited to protect the most vulnerable individuals and workers in the health and social services network. In the case of births, the other parent, significant other or natural caregiver identified for this purpose is not deemed to be a visitor and can accompany the mother."
2020-03-23T22:31:21.91Z,74791eb5-0f37-46f7-80a4-82f686c14c7c,en,Can I go out after recovery even if I am still in quarantine time,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,can,"As often as possible, but especially:",Adults at risk of severe respiratory symptoms:,Individuals who return from a trip must not go to work. Individuals who are not returning from a trip and who do not display any symptoms are invited to go to work and to abide by the usual rules of hygiene. Individuals who are not returning from a trip and who display cold- or flu-like symptoms are invited to display common sense and evaluate the relevance of going to work in light of their health status.,Preventive measures that apply to the general public also apply to children.,"Yes. Employees will be paid as usual.
"
2020-03-25T20:00:46.39Z,e9db29c8-7398-4b0b-af68-c7735431521e,en,Can I go for a walk outside in my neighborhood if I am voluntary isolation,en,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,can,"As often as possible, but especially:",Adults at risk of severe respiratory symptoms:,"Individuals in voluntary self-isolation must stay at home, monitor their symptoms and call 1 877 644-4545 if they have a cough or fever. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please refer to the Health Recommendations section.","Yes. Employees will be paid as usual.
","Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health. Such individuals must not at any time go outside, even for a walk."
2020-03-22T22:17:34.809Z,66303059-b2da-434c-8cdc-b1880a4e1f57,en,Can I go to the supermarket,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,can,"As often as possible, but especially:","All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities.","All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities.","All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities.",Adults at risk of severe respiratory symptoms:
2020-03-23T14:49:40.485Z,e7bc9bdd-c391-48c3-b32c-1f87e5456391,en,Can you go for a walk even though everyone is being told to stay home,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,can,"Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health. Such individuals must not at any time go outside, even for a walk.","If you have coronavirus symptoms (see page 5), feel weak and fatigued, rest will help you fight the disease. Limit your contact with others until you have no more symptoms. You can go back to your normal activities when your state of health allows you to.","Adults who are 70 years of age or older are most at risk of dying from complications of COVID-19. To protect their health, people 70 years of age and over are asked to stay home, except in cases of necessity or exceptional circumstances such as an important medical appointment.","As much as possible, work from home If you must go to your place of work:",Individuals who return from a trip must not go to work. Individuals who are not returning from a trip and who do not display any symptoms are invited to go to work and to abide by the usual rules of hygiene. Individuals who are not returning from a trip and who display cold- or flu-like symptoms are invited to display common sense and evaluate the relevance of going to work in light of their health status.
2020-03-24T11:08:07.462Z,c1254cef-4cee-4ba0-960b-d8285c9eb784,en,After my 14 days isolation can go out for a walk can i visit my grand sons of 6 years old and 13 months,en,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,can,"As often as possible, but especially:","Workers who have flu-like symptoms must call the Government of Québec’s COVID-19 information line at 1 877 644-4545 to find out what they must do to protect their health and avoid spreading the virus.Workers with flu-like symptoms must not visit a user.Workers must not visit a user within 14 days of returning from travelling abroad, irrespective of the country. Workers returning from travelling abroad must self-isolate for 14 days.Workers who are affected by these measures must inform their employer (the user) quickly and contact the user’s CLSC to prevent any interruption of services.Workers who are affected by these measures may be eligible for the Temporary Aid for Workers Program for absences due to COVID-19. For information about eligibility and how to apply for aid, please go to the page Temporary Aid for Workers Program (COVID-19 TAWP).Workers who notice that a user has flu-like symptoms must refer the user to the Government of Québec’s COVID-19 information line at 1 877 644-4545 so that they can find out what they must do to protect their health and avoid spreading the virus.For updates to the directives, which could change at any time, please consult this page regularly.","Adults who are 70 years of age or older are most at risk of dying from complications of COVID-19. To protect their health, people 70 years of age and over are asked to stay home, except in cases of necessity or exceptional circumstances such as an important medical appointment.","The exact mode of transmission of COVID‑19 is unknown at present. However, a person with COVID‑19 is thought to be contagious from the day before their symptoms appear. Studies are ongoing. The information in the following two paragraphs concerns human coronaviruses.",The coronavirus COVID-19 is very easily transmitted by tiny droplets that are expelled into the air when an infected person coughs or sneezes.
2020-03-24T12:26:45.404Z,80870b38-ac14-46c2-ae9f-da5aed3c7dc4,en,How can I protect myself if I need to go to the market,en,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,caution,"As often as possible, but especially:",Adults at risk of severe respiratory symptoms:,Individuals who return from a trip must not go to work. Individuals who are not returning from a trip and who do not display any symptoms are invited to go to work and to abide by the usual rules of hygiene. Individuals who are not returning from a trip and who display cold- or flu-like symptoms are invited to display common sense and evaluate the relevance of going to work in light of their health status.,"All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities.","All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities."
2020-03-22T13:27:59.066Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,does wearing mask protect me from covid 19,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,caution,Masks are not an effective means of protection for the general public in Québec. Their use is indicated more for patients who are suspected of being infected and for the health professionals who are providing care for them.,Wearing a protective mask is recommended if you are coughing or sneezing around other people (see page 17). The mask will help to prevent contaminating them.,Use medication intelligently,There is currently no known treatment or vaccine for coronavirus (COVID-19).,"If you have a fever or are coughing or sneezing, wear a mask in the following situations:"
2020-03-22T11:47:52.41Z,4857048b-dcf7-4ebc-84bb-ac60bdb3bd40,en,How can I protect myself,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,caution,"As often as possible, but especially:",Coronavirus updates are available at Québec.ca/coronavirus.,Adults at risk of severe respiratory symptoms:,"The procedures are outlined in the <a href=""/en/family-and-support-for-individuals/emergency-daycare-services/"">Emergency Childcare Services section</a>",There is currently no known treatment or vaccine for coronavirus (COVID-19).
2020-03-22T20:35:22.054Z,10bd6bb9-f50f-4d65-943a-5b1de75be3df,en,Would it help to ensure there is a warehouse already filled with protective gear for health professionals worldwide instead of scrambling or ordering these last minute and also have enough hospitals built because if we don t do that we ll have to do what China did and build a hospital at the last minute,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,caution,"Stress is a normal physiological response to an abnormal situation. As such, it is part and parcel of our lives. It enables our body to adapt to the multiplicity of positive and negative events that we experience, like a birth, marriage, loss of employment, etc. Stress comes and goes on its own, depending of what factors are involved. For example, if you feel stressed on the job but less so at home in the evening or on the weekend, we could deduce that the stressors are work-related.",At Canadian airports,"While many of us have the necessary resources to deal with a COVID-19 situation, others may not. If you are concerned, do not hesitate to ask for or accept help. Talk about it with your close family members.  You can also dial 211 for help or ask your local CLSC to connect you with their home care and services resource.","Most workers are eligible for employment insurance. We are working with the federal government to ensure that workers who are not in self-isolation but have lost their income can be covered during the period required. Also, the Government is working intensively to develop and offer measures to respond to the economic slowdown, but right now we are concentrating our efforts on health-related measures.","Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health. Such individuals must not at any time go outside, even for a walk."
2020-03-22T18:29:19.5Z,72a4386d-442e-4d58-b2aa-87a8728c8d04,en,What are the ways to prevent coronavirus,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,caution,"All of these symptoms of stress, anxiety and depression are very normal in the context of a pandemic. Most people have the resources and mental strength to adapt to this type of situation. You should first rely on how you usually adapt to difficult situations. Here are a few other ways for you to minimize the repercussions of these reactions in your daily life.",There is currently no known treatment or vaccine for coronavirus (COVID-19).,"Listen to the radio, watch TV, read the newspaper and/or go to the following government website often: Québec.ca/ coronavirus.",Wearing a protective mask is recommended if you are coughing or sneezing around other people (see page 17). The mask will help to prevent contaminating them.,"Workers who have flu-like symptoms must call the Government of Québec’s COVID-19 information line at 1 877 644-4545 to find out what they must do to protect their health and avoid spreading the virus.Workers with flu-like symptoms must not visit a user.Workers must not visit a user within 14 days of returning from travelling abroad, irrespective of the country. Workers returning from travelling abroad must self-isolate for 14 days.Workers who are affected by these measures must inform their employer (the user) quickly and contact the user’s CLSC to prevent any interruption of services.Workers who are affected by these measures may be eligible for the Temporary Aid for Workers Program for absences due to COVID-19. For information about eligibility and how to apply for aid, please go to the page Temporary Aid for Workers Program (COVID-19 TAWP).Workers who notice that a user has flu-like symptoms must refer the user to the Government of Québec’s COVID-19 information line at 1 877 644-4545 so that they can find out what they must do to protect their health and avoid spreading the virus.For updates to the directives, which could change at any time, please consult this page regularly."
2020-03-23T11:40:28.886Z,f2c35a0b-1566-401d-9186-8a5fa1e7e2b5,en,what kind of protective gear do i need to wear,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,caution,Wearing a protective mask is recommended if you are coughing or sneezing around other people (see page 17). The mask will help to prevent contaminating them.,"To register your children for emergency daycare services, you must follow one of the procedures below, depending on what type of institution they attend. Please make sure you absolutely need emergency daycare services before making a request.","For places of worship, religious gatherings of all faiths should be suspended, unless they are essential. If a gathering takes place, social distancing must be observed.","If you have a fever or are coughing or sneezing, wear a mask in the following situations:","As often as possible, but especially:"
2020-03-22T13:27:58.957Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,how can I help to prevent spread of corona virus,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,caution,"Yes, children are less at risk. However, they can still transmit the virus. Consequently, directives aimed at containing the virus’ spread also apply to children. For more information, see the Information for parents of children age 0 to 17 page.",Wearing a protective mask is recommended if you are coughing or sneezing around other people (see page 17). The mask will help to prevent contaminating them.,Give blood Support the health network  (French only)Become a volunteer: sign up online at Jebenevole.ca  (French only)Share these publications in your community ,"In December 2019, the World Health Organization was alerted to several cases of pneumonia in Wuhan, China. The virus responsible for the disease did not match any other known virus. On January 7, 2020, China confirmed that a new virus from the coronavirus family had been identified that was responsible for this new disease called COVID‑19.","COVID-19 usually infects the nose, throat and lungs. In most cases, it is spread by:"
2020-03-22T13:27:58.957Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,how can I help to prevent spread of corona virus,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,caution,"Yes, children are less at risk. However, they can still transmit the virus. Consequently, directives aimed at containing the virus’ spread also apply to children. For more information, see the Information for parents of children age 0 to 17 page.",Wearing a protective mask is recommended if you are coughing or sneezing around other people (see page 17). The mask will help to prevent contaminating them.,Give blood Support the health network  (French only)Become a volunteer: sign up online at Jebenevole.ca  (French only)Share these publications in your community ,"In December 2019, the World Health Organization was alerted to several cases of pneumonia in Wuhan, China. The virus responsible for the disease did not match any other known virus. On January 7, 2020, China confirmed that a new virus from the coronavirus family had been identified that was responsible for this new disease called COVID‑19.","COVID-19 usually infects the nose, throat and lungs. In most cases, it is spread by:"
2020-03-23T04:24:57.464Z,ebbb6325-119b-4b45-9068-d429be20b63d,en,How can I protect myself,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,caution,"As often as possible, but especially:",Coronavirus updates are available at Québec.ca/coronavirus.,Adults at risk of severe respiratory symptoms:,"The procedures are outlined in the <a href=""/en/family-and-support-for-individuals/emergency-daycare-services/"">Emergency Childcare Services section</a>",There is currently no known treatment or vaccine for coronavirus (COVID-19).
2020-03-26T23:05:52.046Z,e5b9e1e5-a4ee-4a50-948f-a63a8cac335d,en,What can I take to prevent coronavirus,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,caution,"As often as possible, but especially:","The procedures are outlined in the <a href=""/en/family-and-support-for-individuals/emergency-daycare-services/"">Emergency Childcare Services section</a>",There is currently no known treatment or vaccine for coronavirus (COVID-19).,Over-the-counter medication can be used to relieve coronavirus (COVID-19) symptoms. But read the label carefully and only take the recommended dose.,"Listen to the radio, watch TV, read the newspaper and/or go to the following government website often: Québec.ca/ coronavirus."
2020-03-21T17:20:59.193Z,1c991aeb-b4df-4d84-9595-367d7385e3b6,en,When will covid end,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,future,"All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities.","The lump-sum amount granted to an eligible person is $573 per week, for a period of 14 days of isolation. If justified by your state of health, the coverage period for an eligible person could be extended to a maximum of 28 days. ",Stay at home and avoid contact with others,The coronavirus COVID-19 is very easily transmitted by tiny droplets that are expelled into the air when an infected person coughs or sneezes.,Yes. Measures will be announced shortly.
2020-03-25T11:53:10.394Z,57fb2750-8854-45fb-ac70-9d934c3eee21,en,when will the pandemic end,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,future,"All services offered in the education network will be closed from Monday, March 16 to Friday, March 27. The closing concerns elementary and secondary schools, training centres, private schools, CEGEPs and colleges and universities.","COVID-19 is a disease caused by a coronavirus, a highly contagious virus that affects the respiratory tract. It is transmitted from one person to another.","The lump-sum amount granted to an eligible person is $573 per week, for a period of 14 days of isolation. If justified by your state of health, the coverage period for an eligible person could be extended to a maximum of 28 days. ","The operating hours now planned are from 7 a.m. to 6 p.m., Monday to Friday.","The operating hours now planned are from 7 a.m. to 6 p.m., Monday to Friday."
2020-03-24T00:08:23.391Z,6f1c48ac-9b78-48c2-a5ec-0726be130d85,en,how long does COVID 19 virus lasts in the body,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,future,"In general, COVID-19 does not survive for long on objects:",Coronavirus disease (COVID-19) in Québec,Je ressens de l'anxiété liée à COVID-19. Que dois-je faire?,Situation in QuébecSymptoms and treatmentMeasures taken by the Government,The Program’s implementation period began on March 16. It will be offered until the situation is back to normal.
2020-03-22T20:48:42.624Z,b66ae773-a18d-4129-ab8c-6e90e00f4a65,en,How long the sickens last m,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,future,The Program’s implementation period began on March 16. It will be offered until the situation is back to normal.,"In general, COVID-19 does not survive for long on objects:","While you await a response from either of the federal programs, it is possible to apply for last-resort financial assistance.",Show them:,Preventive measures that apply to the general public also apply to pregnant women.
