_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question,answers,questions,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question_gold
2721531214,finalized,7,4/21/2020 18:44:21,"Should I cancel my trip?
I have to schedule a trip, should I cancel it by quarantine the covid-19?
If i had any planned travels, is better to cancel them o i keep continue with it?
Will parents who can no longer use educational childcare services during the emergency situation have to pay for these services?
What are the relevant indications if you have a planned trip?
Should I cancel my trip?
If I need to travel, where do I get more information?","The Gouvernement du Québec is asking Quebecers to cancel non-essential trips.
 If you decide to travel anyway, you are advised to consult the https://travel.gc.ca/travelling/advisories?_ga=2.105850506.886082967.1584121752-1553186751.1579968697 section on the Government of Canada site. You must also self-isolate for 14 days when you return.
 ",I have travel plans. Should I cancel them?,
2721531215,finalized,7,4/21/2020 12:31:19,"What happens to truckers who are outside our territory?
What preventive measures should truck drivers take?
What will happen to our compatriots who are abroad and want to return?
What will happen to drivers who want to return to the country?
What happens to truckers who leave outside our borders?
The truckers will be able to return to the country?
TRUCK DRIVERS MUST SELF-INSULATE?","Truck drivers and air crews and seagoing personnel do not have to self-isolate given the important role that they play in the transportation of critical goods such as food.
 ",What happens to truck drivers from outside our borders?,
2721531216,finalized,7,4/21/2020 12:27:09,"Who should I contact either an agency at a number for a traveler refund
can my travel agent refund the cost of my trip if i have to cancel it?
Could I refund my payment? I will cancel the trip abroad
What about my money If I bougth a ticket to arrive these days?
What other means of contact can I get?
My trip to  Paris has to be changed can I get a refund?
The reprogramming of the trips and the costs that this implies, will they enjoy any fiscal stimulus or are they considered as non-deductible penalties for tax purposes?","There is currently no program to refund the cost of trips abroad. Travellers should contact their travel agent or travel insurer.
 ","If I have to cancel a trip abroad, will I be reimbursed for what I have already paid?",
2721531217,finalized,7,4/21/2020 05:39:51,"what are the symptoms of a person who possibly has the corona virus. and how to fight it?
If I have symptoms associated with the virus, what should I do to take care of myself?
What are the first steps to do and don't if i have any symptoms and i suspect that i'm infected with COVID-19?
What can I do to take care of myself if I have symptoms of COVID-19 disease?
What should I do to take care of myself with symptoms of COVID-19?
if i think i have covid 19 what should i do to take care of my health condition?
my body temperature is over 38 C. What should I do?","If you have symptoms of coronavirus disease, you will feel tired and weak. Rest will help you fight the disease. Limit your contact with other people until the symptoms have resolved. You can resume your activities when your condition allows.
 It is important to drink often because fever makes you sweat and lose a lot of fluids. At least 1.5 litres of fluids per day is recommended. Have hot or cold or drinks, whichever you prefer. Avoid alcoholic beverages or beverages that contain caffeine, such as coffee, tea and soft drinks. Alcohol and caffeine will make you urinate and increase fluid loss (dehydration).
 Watch for the following signs of dehydration:
 •  sensation of extreme thirst;
•  dry mouth and tongue;
•  infrequent or dark urine;
•  dizziness, confusion and headaches.
Complications of COVID-19 can develop a few days after symptoms first appear. If symptoms become more acute, you must go to the emergency room immediately or, if you need help, call 911. Watch for the following signs of a deterioration:
 •  body temperature over 38°C (100.4°F);
•  persistent or increasing difficulty breathing;
•  drowsiness, confusion, disorientation or difficulty staying awake;
•  no urine for 12 hours;
•  fever in a baby under 3 months of age.
",I have symptoms of coronavirus disease (COVID-19) or I have COVID-19. What can I do to take care of myself?,
2721531218,finalized,7,4/21/2020 16:48:52,"Stay in a separate room to avoid contaminating your family;
•  Sleep and eat alone in your room;
•  Use a separate bathroom;
•  Cover your mouth and nose when you cough or sneeze, ideally with a tissue. Spit into a tissue. Wash your hands afterwards;
•  If you do not have a tissue, cough or sneeze into the crease of your elbow or upper arm;
•  Put used tissues into a garbage bag in a trash can with a lid. Keep used tissues out of reach of children;
•  Do not have visitors to your home.
What should be done if you have the symptoms of COVID-19 disease to protect other people?
What action should I take if´I suspect I have COVID-19?
If I have symptoms of Covid-19 disease, what measures should I take to avoid infecting those around me?
What precautions to take if I suffer from the symptoms of COVID-19 to protect the people around us?
What can I do if I have the symptoms of the virus?
I have symptoms of COVID-19 disease. What can I do to protect the people around me?","To protect people around you, this is what you must do until your symptoms (fever, cough, fatigue, etc.) have resolved:
 •  Stay in a separate room to avoid contaminating your family;
•  Sleep and eat alone in your room;
•  Use a separate bathroom;
•  Cover your mouth and nose when you cough or sneeze, ideally with a tissue. Spit into a tissue. Wash your hands afterwards;
•  If you do not have a tissue, cough or sneeze into the crease of your elbow or upper arm;
•  Put used tissues into a garbage bag in a trash can with a lid. Keep used tissues out of reach of children;
•  Do not have visitors to your home.
Good hygiene and prevention practices are explained and illustrated in the https://cdn-contenu.quebec.ca/cdn-contenu/sante/documents/Problemes_de_sante/19-210-30A_Guide-auto-soins_anglais.pdf?1584985885 .
 ",I have symptoms of coronavirus disease (COVID-19) or I have COVID-19. What can I do to protect people around me?,
2721531219,finalized,7,4/21/2020 13:25:09,"How often should I clean my environment?
What type of cleaning solutions should I use to kill the coronavirus?
What is the way I should clean my area?
What are the steps to follow to clean my environment?
What supplements should I use to clean my environment?
with alcohol
How to keep my environment clean","The virus that causes coronavirus disease (COVID-19) can live on objects and surfaces. It can survive for:
 •  3 hours on objects with dry surfaces;
•  6 days on objects with wet surfaces.
It is important to clean countertops, washbasins, door handles and any surfaces that are frequently touched by hands. Cleaning and disinfecting are very effective at eliminating the virus.
 •  For cleaning, use soap and water or household cleaning products.
•  For disinfecting, use a bleach solution or a disinfectant. A solution of 1 part bleach to 9 parts water is recommended, that is, 10 mL of bleach in 90 mL of water.
If you are sick, your bed linen, towels, clothes and dishes can be washed with those of other household members using regular detergent.
 ",How should I clean my environment?,
2721531220,finalized,7,4/21/2020 17:46:43,"What care is indicated for children or older adults who tested positive for covid-19?
What should I do if my child gets sick?
What references are available for caregivers of adults or children sick with Covid-19?
How would be the measures of care of a child and an older adult who is ill?
Is there a reference I can use to know how to care for a child or an older adult in case he or she is sick?
¿What would be the best care methods for children and adults sick with COVID-19?
What is the best care for a child or older adult who is ill?","To find out how to care for a child or an older adult who is sick, refer to the Caring for sick children and Eldercare sections in the https://cdn-contenu.quebec.ca/cdn-contenu/sante/documents/Problemes_de_sante/19-210-30A_Guide-auto-soins_anglais.pdf?1584985885 .
 ",How should I care for a child or an older adult who is sick?,
2721531221,finalized,7,4/21/2020 11:38:22,"What medications are recommended to alleviate my symptoms?
What number should I call for medical assistance for symptoms of covid-19
What medications are appropriate to relieve symptoms?
What medications should I take to alleviate the symptoms of virus transmission?
What is the treatment to follow if you have symptoms of COVID-19?
If I have symptoms of covic, what medication should I take?
What medication should I use to prevent or cure my symptoms?","Over-the-counter medications can be used to relieve the symptoms of coronavirus disease (COVID-19). Before using, read the labels carefully and do not take more than the recommended dose. You are strongly advised to ask your pharmacist for advice before using over-the-counter medications if you have symptoms. Do not take products that contain the same ingredients at the same time, such as Tylenol® and Tylenol® Sinus. If you have health problems, ask your pharmacist for advice or call Info-Santé 811 before taking over-the-counter medications.
 Taking anti-inflammatories may make coronavirus disease (COVID-19) worse, but this information is based on clinical observations and has not been confirmed or disproven. According to some recommendations, ibuprofen should not be taken by people who have COVID-19 to relieve fever. Advil® and Motrin® belong to this drug class. If you are already taking anti-inflammatories and you test positive for COVID-19, speak to your pharmacist , doctor or specialized nurse practitioner.
 ",What medications should I take to relieve my symptoms?,
2721531222,finalized,7,4/21/2020 11:43:24,"How to lower the fever?
What can I do to relieve fever and some other symptoms of covid-19?
What should be done in case of fever?
What medications should be given to a person over 60 years of age in case of fever
What is the treatment to follow in case of fever?
What temperature is actually considered a fever?
Why does the coronavirus cause fever?","Fever is a defence mechanisms that helps fight infection. Acetaminophen is recommended for the relief of fever and discomfort, unless you are advised otherwise by a health professional or are allergic to this medication.
 Fever is defined as follows:
 •  In children: 38°C (100.4°F) or higher (rectal T°);
•  In adults: 38°C (100.4°F) or higher (oral T°);
•  elderly person 37.8°C (98.6°F) or higher (oral T°);
or
 •  an increase of 1.1°C above a person’s usual value.
",What can I do to relieve a fever?,
2721531223,finalized,7,4/21/2020 08:39:13,"How can I relieve a sore throat?
What do you recommend for a sore throat?
What are the steps to relieve a sore throat?
How can I calm my sore throat?
What is the best solution to treat a sore throat?
I'm having symptoms including trouble with swallowing. Are there ways to soothe the pain I feel while eating or drinking?
How can I improve a sore throat?
 ","Gargle with a glass of salt water: 2.5 mL (1/2 tsp.) of salt in 250 mL (1 cup) of lukewarm water (do not swallow the solution). Hard candy or lozenges, preferably sugar free, can also relieve your sore throat.
 ",What can I do to relieve a sore throat?,
2721531224,finalized,7,4/22/2020 00:06:19,"If I need financial support due to the pandemic, is there a support center that I can call?
Where could I go to get help for me or my family?
I am stressed all the time and my mind doesn't stop thinking,  how can i get help?
What steps should I take to get the help I need?
How should someone be asked for help?
Where can I request home care?
I don't know where to turn for help, can you please help me?","If you are worried, do not hesitate to ask for or accept help. It is important to talk about it with your family and friends.
 For home care, you can also call 211 or ask your CLSC to connect you with home care services.
 For food assistance , visit the https://www.banquesalimentaires.org/en/ website.
 For information about financial support for individuals, visit the https://www.canada.ca/en/department-finance/economic-response-plan.html .
 For information about other support measures, go to the https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/ page.
 ",How can I ask for help?,
2721531225,finalized,7,4/21/2020 18:13:54,"people age 70 and older;
•  people who have a weakened immune system;
•  people who have a chronic disease; such as: •    heart disease;  
•    lung disease;  
•    kidney disease.
Who is at risk of getting worse after becoming infected with Covid-19?
Who is more vulnerable to complications after contracting Covid-19?
what is the average  age for covid 19?
Who are the people who are most at risk of complications after contracting COVID-19?
After getting covid-19, who is at risk of exposing themselves to complications?
What is the vulnerable population when falling ill with COVID-19?","The risk of serious complications for people with COVID-19 increases with age, but even young adults are at risk. The risk of dying from serious respiratory complications (pneumonia or acute respiratory distress syndrome) due to COVID-19 is especially high in:
 •  people age 70 and older;
•  people who have a weakened immune system;
•  people who have a chronic disease; such as: •    heart disease;  
•    lung disease;  
•    kidney disease.  

",Who is at risk of complications after contracting COVID-19?,
2721531226,finalized,7,4/21/2020 12:31:19,"yes
How will visits to our grandparents and older adults be affected?
Can we  safely visit help centres?
Visits to hospitals are allowed?
Are family visits to health centers allowed?
Can we visit our grandparents?
Can visits be made normally to all hospital and care centers for the elderly?","Starting March 13, 2020, non-essential visits to hospitals, residential and long-term care centres, intermediate resources, targeted family-type resources and private seniors’ homes will be prohibited to protect the most vulnerable individuals and workers in the health and social services network. In the case of births, the other parent, significant other or natural caregiver identified for this purpose is not deemed to be a visitor and can accompany the mother.
 In cases where the end of life is imminent, the constant presence of one or two people who are of significant importance to the person is not deemed to be a visit.
 ","Are visits permitted to hospitals, residential and long-term care centres, intermediate resources and family-type resources for the elderly and vulnerable adults and private seniors’ homes?",
2721531227,finalized,7,4/22/2020 14:36:22,"Is food delivery to hospitals allowed?
Can I bring an easter basket to my Grandfather if he is in a nursing home?
How to deliver food to people in hospitals, residential and long-term care facilities, family-type intermediate resources for the elderly and vulnerable adults and private homes for the elderly?
Who can deliver food to the homes of older adults?
Is it possible to bring food to our relatives or other people who are confined in places such as nursing homes, hospitals or other special homes?
¿How to get food to the most good people as the greatest, what measures can we take in that case?
Will the most vulnerable people be cared for while taking emergency measures?","It is possible to deliver food to seniors’ homes. Avoid all contact with the residents and leave immediately after giving the food to a staff member at the reception desk.
 At all times, it is important to keep distance between people, avoid direct contacts and follow the usual hygiene rules when you cough or sneeze.
 To limit the possibility of introducing the coronavirus into hospitals, residential and long-term care centre and family-type intermediate resources for seniors and vulnerable adults, the delivery of food from outside (delivery by a restaurant, food brought by family members) is prohibited.
 ","Is is possible to deliver food to people in hospitals, residential and long-term care centres, intermediate family-type resources for seniors and vulnerable adults and private seniors’ homes?",
2721531228,finalized,7,4/21/2020 21:15:52,"Is it okay to order items in for people living in care homes, such as food?
Because of the Coronavirus crisis, is it possible to deliver some basic materials and necessities to people in hospitals and health care centers?
What security measures for the delivery of various items must be followed?
Is there any restriction of deliver essential items to relatives that are in the hospital, residential or care centres?
What are the rules when delivering food items to senior centers?
What procedures should I follow if I want to make a delivery to a senior in a nursing home?
How can we receive different articles of great need for health and well-being for our most affected relatives, both adults and children, where we are located and how to avoid possible contagion during the procedure?","If the users require certain items that the hospitals, residential and long-term care centres, and family-type intermediate resources for seniors and vulnerable adults do not offer, it is possible to deliver them. A security mechanism for their delivery must be established to avoid any contact with the residents. Leave immediately after giving the food or items to a staff member at the reception desk.
 At all times, it is important to keep distance between people, avoid direct contacts and follow the usual hygiene rules when you cough or sneeze.
 ","Is is it possible to deliver essential items to people in hospitals, residential and long-term care centres, intermediate family-type resources for seniors and vulnerable adults and private seniors’ homes?",
2721531229,finalized,7,4/21/2020 12:31:19,"Could you visit a family member, friend etc in case you are dying due to covid-19?
In the case of an emergency of a family member, is it allowed to break the social distance?
Are visits to hospitals allowed?
In cases of medical emergency, can you visit our relatives?
Can a person go to a hospital if they have a serious family member?
Are visits to hospitals allowed?
Can people who have relatives in danger of death in hospitals be visited?","Yes. Health care establishments tolerate visits under exceptional or humanitarian circumstances.
 The Gouvernement du Québec is prohibiting non-essential visits.
 ",Can an individual go to a hospital to visit a loved one who is dying?,
2721531230,finalized,7,4/21/2020 11:34:46,"Can people in assistance centers leave the facilities?
what to do during lockdown?
What should residents of a building do in the presence of COVID?
Should older people be left alone as well?
What are the infection control measures we have to follow in order to leave the residential facilities?
can you leave the place of residence to attend the doctor?
I must go to the doctor periodically, can I?","These people are asked to stay in their living environment, except where necessary or under exceptional circumstances, such as an essential medical appointment. They must be supervised.
 When they return to their living environment, all preventive and infection control measures must be applied in an exemplary manner, for example, frequent handwashing with warm running water and soap for at least 20 seconds or an alcohol-based disinfectant. It is also important to cover the mouth and nose with the arm to reduce the spread of germs when coughing or sneezing. When using a disposable paper tissue, discard it promptly and then wash your hands and avoid direct contact such as handshakes when greeting others.
 These exceptional measures seek to contain COVID-19’s spread.
 ","Can the residents of residential and long-term care centres, family-type intermediate resources for seniors and vulnerable adults and in private seniors' homes leave the facilities for medical appointments?",
2721531231,finalized,7,4/21/2020 18:18:52,"What are the steps to do and don't in the case where you need to deliver food and essentials items to a elderly people living in the same house?
Can older people be given food?
Is it safe to deliver food to elderly people without the risk getting infected?
Can things be picked up at school?
Can things be picked up at school?
What are the recommendations to provide food or essential items to elderly person that resides in the same home?
Despite social isolation, it is possible to deliver food to the elderly?","It is possible to deliver groceries to elderly people or people with a weak immune system solely if you do not display any symptoms and have not returned from a trip within less than 14 days.
 It is important at all times to maintain distance between individuals, avoid direct contacts and abide by the usual rules of hygiene when you cough or sneeze.
 ",Is it possible to deliver food or essential items to elderly people living at home?,
2721531232,finalized,7,4/21/2020 12:43:10,"Are pregnant women more complicated against the virus?
Are pregnant women at risk of contamination?
Are women more at risk of disease and more if they are pregnant?
Are pregnant women more likely to spread disease?
How exposed are pregnant women?
Are pregnant women at risk of getting covid-19?
Could pregnant women present any risk or complication from COVID-19?","According to the World Health Organization, pregnant women are at no greater risk than adults in general of complications related to COVID-19. Scientists note that there is no known risk of malformation or mother-to-foetus transmission. The usual preventive rules apply to pregnant women. For more information, see the https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/information-for-pregnant-women-coronavirus-covid-19/ page.
 ",Are pregnant women at risk?,
2721531233,finalized,7,4/21/2020 17:46:43,"They are the most vulnerable children to be infected by covid
Can my children get infected with COVID-19 if I have it?
Are children at risk, and can they transmit the virus?
Are minors less contagious?
Can children transmit the virus, and is there a reference to this matter?
¿Are children at risk with COVID-19?
Are children less at risk of contagion?","Yes, children are less at risk. However, they can still transmit the virus. Consequently, directives aimed at containing the virus’ spread also apply to children. For more information, see the https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/information-for-parents-of-children-age-0-to-17-coronavirus-covid-19/ page.
 ",Are children less at risk?,
2721531234,finalized,7,4/21/2020 09:15:50,"What are the strategies to avoid the spread of COVID-19?
What are the indications about staying nearby family and friends, how can my family contribute agains the pandemic?
How will I be in contact with my family and colleagues, who are far from me doing the quarantine process?
How can I keep in touch with my family and friends who are distant during the confinement and fight against the pandemic?
¿how to keep socialized during physical distancing?
cual es la forma de mantenerme comunicada con las personas de mi entorno social?
is it possible to replace direct contact  with social media ?","Distance socializing strategies, such as using alternative ways of communicating, can help you stay connected and even become closer to family and friends.
 Don’t minimize the positive effects of distance socializing, since continuing to socialize has a positive impact on your physical and psychological health at every stage of life.
 For example, you can use direct or indirect means of communication or even get creative:
 •  Direct: phone calls, video chats, text messages, social networks, digital apps (WhatsApp, Skype, etc.) or other technologies.
•  Indirect: prerecorded voice messages or videos, letters, postcards, digital photos.
•  Creative: drawings, crafts, photo collages, a recording of yourself reading a children’s story, arrange a time to say hello from your balcony or the street, dinner for two by Skype.
To get the most out of your experience, find out which means of communication you and your family and friends like best and decide how often you will use them.
 ","How can I stay in touch with family and friends, wherever they are, during physical distancing and the fight against the pandemic?",
2721531235,finalized,7,4/21/2020 21:15:52,"Am I still allowed to visit someone in a CHSLD? If not, how can I contact them now?
Is there any restriction to stay in touch with relatives inside a long-term care centre?
What is CHSLD doing to enable communication for families and residents?
I need to remain in contact friends and family currently in care how could  do that?
How to get in touch with family members or friends while in long-term care centers?
How can you maintain communication with family and friends in times of quarantine?
Can you explain what I need to do to establish communication with different people and relatives during this situation if closeness with anyone is prohibited in the different residential and related centers (CHSLD)?","All CHSLDs have been asked to put means of communication in place that will allow residents to stay in touch with family members or friends despite the fact that regular visits are not allowed.
 Contact the CHSLD where your family member or friend lives to find out what they are. People have been designated to contact families or friends regularly to inform them about residents’ health and well-being.
 ",How can I stay in touch with family members or friends when visits to residential and long-term care centres (CHSLD) are not allowed?,
2721531236,finalized,7,4/21/2020 17:46:43,"How do people or caregivers do their work?
How can I help a loved one that I can not visit in person to help?
What resources are available for caregivers affected by Covid-19?
Regarding life as a caregiver, is their someone I can contact to listen to me, offer help and other support in the instance that I am overwhelmed?
Is there a phone line available that provides information on the support that should be given to informal caregivers?
What should I do if i am an informal caregiver and am affected by quarantine in my daily and financial life?
What to do if I am an informal caregiver and my daily life has been interrupted?","Due to the pandemic, many informal caregivers find that their everyday life has been disrupted. You may be wondering what the best way to support your loved one is. You have to solve practical problems, provide moral support, perhaps help them out financially too.
  Caregiver Support Helpline counsellors are there to listen to you, answer your questions and, if necessary, refer you to programs and resources that can help you in your everyday life. Do not hesitate to call them at tel:+1-855-852-7784  or to visit the https://www.lappui.org/en/Find-resources/Caregiver-support website.
 ",What can I do if I am an informal caregiver and feel that my everyday life has been disrupted?,
2721531237,finalized,7,4/21/2020 18:26:48,"Are there any restriction about of voluntary confinement with a elderly person, in order to assistance that person during the pandemic?
While confinement lasts can I live with an elderly person?
Is it allow to move with a relative during the confinement period?
for how long should a person isolate himself to go live somewhere else?
Is it possible to live in isolation during the pandemic?
Is it permissible to be with an elder during confinement?
Is it permissible to be with an elder during confinement?","Yes. However, all the individuals concerned should self-isolate voluntarily for 14 days before moving in to ensure that they are not suffering from COVID-19.
 ",Is it permissible to live during confinement with an elderly loved one residing in the same region in order to offer the person assistance?,
2721531238,finalized,7,4/21/2020 12:05:39,"How are the symptoms associated with the COVID-19 virus?
What are the common symptoms of COVID-19?
What are the symptoms of covid-19 coronavirus?
What are the symptoms of COVID-19?
If a person got Covid-19, what symptoms do they have?
How do I distinguish the most outstanding symptoms of COVID-19?
How do I identify the symptoms of covid-19 in a family member?","The main symptoms of COVID-19 are as follows:
 •  Fever •    in children: 38°C (100.4°F) and above (rectal temperature),  
•    in adults: 38°C (100.4°F) and above (oral temperature),  
•    in older adults: 37.8°C (100°F) and above (oral temperature),  
•    or 1.1°C above the person's usual value;  

•  Cough
•  Difficulty breathing
or
 •   sudden loss of sense of smell and taste without nasal congestion 
The symptoms can be mild (similar to a cold) or more severe (such as those associated with pneumonia and respiratory or kidney failure).
 ",What are the main symptoms associated with COVID-19?,
2721531239,finalized,7,4/21/2020 21:15:52,"What actions are most likely to spread coronavirus?
What are the ways to get infected by COVID-19 ?
How does the COVID-19 illness start?
What causes people to get COVIS-19?
Does COVID-19 infection spread by any close contact with infected person?
How is covid-19 spread?
What part of our body is affected and how does COVID-19 act on people?","COVID-19 usually infects the nose, throat and lungs. In most cases, it is spread by:
 •  close contact with an infected person when the person coughs or sneezes;
•  touching infected surfaces with your hands and then touching your mouth, nose or eyes.
",How is COVID-19 spread?,
