_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question,answers,questions,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question_gold
2721531207,4/21/2020 02:39:05,5570914515,4/21/2020 02:34:42,false,feca,1,45632252,USA,GA,Atlanta,107.150.30.149,Through which digital or text media can obtain information about the spread of the pandemic,"For up-to-date information, consult the Government of Quebec’s official website often https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/ .
 Listen to the radio or watch television and read newspapers. The Ministère de la Santé et des Services sociaux will be providing health guidelines for the public to follow and information about where to get treatment.
 Always follow government advisories and instructions. Advisories and instructions may change as the situation unfolds.
 To learn how to recognize a credible source of information, go to the page https://www.quebec.ca/en/health/advice-and-prevention/accidents-injuries-and-diseases-prevention/how-to-recognize-a-reliable-source-of-information-on-health/ .
 ",Where can I get information about the situation?,
2721531207,4/21/2020 02:40:11,5570915344,4/21/2020 02:34:40,false,feca,1.0,45315123,USA,NJ,Clifton,104.236.195.72,Where could I be well informed about the situation that is occurring?,"For up-to-date information, consult the Government of Quebec’s official website often https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/ .
 Listen to the radio or watch television and read newspapers. The Ministère de la Santé et des Services sociaux will be providing health guidelines for the public to follow and information about where to get treatment.
 Always follow government advisories and instructions. Advisories and instructions may change as the situation unfolds.
 To learn how to recognize a credible source of information, go to the page https://www.quebec.ca/en/health/advice-and-prevention/accidents-injuries-and-diseases-prevention/how-to-recognize-a-reliable-source-of-information-on-health/ .
 ",Where can I get information about the situation?,
2721531207,4/21/2020 02:59:52,5570941005,4/21/2020 02:35:15,false,feca,1,45458538,USA,NJ,Clifton,138.197.26.4,Where could I get the necessary information about the emergency situation?,"For up-to-date information, consult the Government of Quebec’s official website often https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/ .
 Listen to the radio or watch television and read newspapers. The Ministère de la Santé et des Services sociaux will be providing health guidelines for the public to follow and information about where to get treatment.
 Always follow government advisories and instructions. Advisories and instructions may change as the situation unfolds.
 To learn how to recognize a credible source of information, go to the page https://www.quebec.ca/en/health/advice-and-prevention/accidents-injuries-and-diseases-prevention/how-to-recognize-a-reliable-source-of-information-on-health/ .
 ",Where can I get information about the situation?,
2721531207,4/21/2020 08:08:48,5571448255,4/21/2020 08:05:15,false,feca,1.0,45601551,USA,NY,New York,162.243.246.160,Where can I find the best recommendations and steps to follow in this period?,"For up-to-date information, consult the Government of Quebec’s official website often https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/ .
 Listen to the radio or watch television and read newspapers. The Ministère de la Santé et des Services sociaux will be providing health guidelines for the public to follow and information about where to get treatment.
 Always follow government advisories and instructions. Advisories and instructions may change as the situation unfolds.
 To learn how to recognize a credible source of information, go to the page https://www.quebec.ca/en/health/advice-and-prevention/accidents-injuries-and-diseases-prevention/how-to-recognize-a-reliable-source-of-information-on-health/ .
 ",Where can I get information about the situation?,
2721531207,4/21/2020 08:13:14,5571452651,4/21/2020 08:03:08,false,feca,1,45507586,USA,NY,New York,107.170.145.187,Where can I find information on the current situation of the pandemic?,"For up-to-date information, consult the Government of Quebec’s official website often https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/ .
 Listen to the radio or watch television and read newspapers. The Ministère de la Santé et des Services sociaux will be providing health guidelines for the public to follow and information about where to get treatment.
 Always follow government advisories and instructions. Advisories and instructions may change as the situation unfolds.
 To learn how to recognize a credible source of information, go to the page https://www.quebec.ca/en/health/advice-and-prevention/accidents-injuries-and-diseases-prevention/how-to-recognize-a-reliable-source-of-information-on-health/ .
 ",Where can I get information about the situation?,
2721531207,4/21/2020 12:10:15,5571750942,4/21/2020 11:59:22,false,feca,1,45602313,USA,NJ,Clifton,104.131.19.173,where can i get updated information?,"For up-to-date information, consult the Government of Quebec’s official website often https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/ .
 Listen to the radio or watch television and read newspapers. The Ministère de la Santé et des Services sociaux will be providing health guidelines for the public to follow and information about where to get treatment.
 Always follow government advisories and instructions. Advisories and instructions may change as the situation unfolds.
 To learn how to recognize a credible source of information, go to the page https://www.quebec.ca/en/health/advice-and-prevention/accidents-injuries-and-diseases-prevention/how-to-recognize-a-reliable-source-of-information-on-health/ .
 ",Where can I get information about the situation?,
2721531208,4/21/2020 18:40:51,5572164033,4/21/2020 18:35:14,false,prodege,1,2058722,CAN,ON,Stouffville,99.244.34.239,would husband can accomplished pregnant wife to hsopital?,"At present, pregnant women can be accompanied by a loved one when giving birth in Québec hospitals. However, hospitals may adopt certain specific measures, as is the case at the Montreal Jewish General Hospital. To obtain additional information in this regard, pregnant women can contact their hospital.
 ",Can pregnant women who are giving birth be accompanied by a loved one?,
2721531208,4/21/2020 19:04:36,5572191309,4/21/2020 18:50:58,false,feca,1,45742270,USA,NJ,Clifton,104.131.92.125,When can pregnant women who are giving birth be accompanied by a loved one?,"At present, pregnant women can be accompanied by a loved one when giving birth in Québec hospitals. However, hospitals may adopt certain specific measures, as is the case at the Montreal Jewish General Hospital. To obtain additional information in this regard, pregnant women can contact their hospital.
 ",Can pregnant women who are giving birth be accompanied by a loved one?,
2721531208,4/21/2020 19:06:44,5572194093,4/21/2020 18:58:41,false,instagc,1,14723284,USA,NY,New York,173.52.74.124,Who will be permitted to accompany a pregnant woman who is giving birth?,"At present, pregnant women can be accompanied by a loved one when giving birth in Québec hospitals. However, hospitals may adopt certain specific measures, as is the case at the Montreal Jewish General Hospital. To obtain additional information in this regard, pregnant women can contact their hospital.
 ",Can pregnant women who are giving birth be accompanied by a loved one?,
2721531208,4/21/2020 19:30:46,5572223540,4/21/2020 19:22:21,false,clixsense,1,45747782,USA,NJ,Clifton,104.236.195.72,Can pregnant women be accompanied by a loved one at delivery?,"At present, pregnant women can be accompanied by a loved one when giving birth in Québec hospitals. However, hospitals may adopt certain specific measures, as is the case at the Montreal Jewish General Hospital. To obtain additional information in this regard, pregnant women can contact their hospital.
 ",Can pregnant women who are giving birth be accompanied by a loved one?,
2721531208,4/21/2020 20:43:04,5572313276,4/21/2020 20:35:32,false,clixsense,1,6367365,USA,AR,Paris,97.114.24.251,Who can accompany the pregnant woman who is giving birth at the Quebec hospitals?,"At present, pregnant women can be accompanied by a loved one when giving birth in Québec hospitals. However, hospitals may adopt certain specific measures, as is the case at the Montreal Jewish General Hospital. To obtain additional information in this regard, pregnant women can contact their hospital.
 ",Can pregnant women who are giving birth be accompanied by a loved one?,
2721531208,4/21/2020 20:45:21,5572315378,4/21/2020 20:38:09,false,feca,1,45669622,USA,TX,Dallas,172.241.186.107,Can someone who is about to give birth be accompanied by someone?,"At present, pregnant women can be accompanied by a loved one when giving birth in Québec hospitals. However, hospitals may adopt certain specific measures, as is the case at the Montreal Jewish General Hospital. To obtain additional information in this regard, pregnant women can contact their hospital.
 ",Can pregnant women who are giving birth be accompanied by a loved one?,
2721531208,4/21/2020 20:57:40,5572327227,4/21/2020 20:32:18,false,feca,1,45597606,USA,NJ,Clifton,104.236.205.233,What is the case of pregnant women who give birth?,"At present, pregnant women can be accompanied by a loved one when giving birth in Québec hospitals. However, hospitals may adopt certain specific measures, as is the case at the Montreal Jewish General Hospital. To obtain additional information in this regard, pregnant women can contact their hospital.
 ",Can pregnant women who are giving birth be accompanied by a loved one?,
2721531209,4/21/2020 20:37:11,5572307609,4/21/2020 20:31:28,false,feca,1,45167145,GBR,E4,Rayleigh,94.192.9.9,"I have been away, what rules must I follow?","Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health.
 Individuals in self-isolation must stay at home, monitor their symptoms and call tel:+1-877-644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",I am returning from a trip. What do I have to do?,
2721531209,4/21/2020 20:44:48,5572314873,4/21/2020 20:39:17,false,feca,1,45358967,USA,NJ,Secaucus,45.92.9.172,For how long should i isolate myself to be sure i didn't catch the virus and not to hurt my family if i just came back from work trip?I,"Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health.
 Individuals in self-isolation must stay at home, monitor their symptoms and call tel:+1-877-644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",I am returning from a trip. What do I have to do?,
2721531209,4/21/2020 21:42:38,5572378694,4/21/2020 21:25:22,false,neodev,1,45494252,USA,NY,New York,162.243.127.7,Why should I go through the process if I'm immigrating to Canada?,"Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health.
 Individuals in self-isolation must stay at home, monitor their symptoms and call tel:+1-877-644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",I am returning from a trip. What do I have to do?,
2721531209,4/21/2020 21:50:17,5572388384,4/21/2020 21:39:42,false,feca,1,45297007,USA,GA,Atlanta,74.207.226.53,For how long should I be isolated when I travel?,"Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health.
 Individuals in self-isolation must stay at home, monitor their symptoms and call tel:+1-877-644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",I am returning from a trip. What do I have to do?,
2721531209,4/21/2020 23:07:17,5572491005,4/21/2020 22:45:40,false,feca,1,45598213,GBR,M1,London,178.62.34.82,¿What measure is Canada taking with respect to someone who is traveling and are those measures directly related to people who have symptoms?,"Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health.
 Individuals in self-isolation must stay at home, monitor their symptoms and call tel:+1-877-644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",I am returning from a trip. What do I have to do?,
2721531209,4/21/2020 23:50:48,5572596543,4/21/2020 23:40:38,false,feca,1,45547730,USA,NY,New York,107.170.166.118,what actions have i to do if i've just arrived from out of country?,"Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health.
 Individuals in self-isolation must stay at home, monitor their symptoms and call tel:+1-877-644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",I am returning from a trip. What do I have to do?,
2721531209,4/22/2020 00:09:50,5572640362,4/21/2020 23:59:51,false,feca,1,45563398,USA,TX,Dallas,198.96.95.175,if you come back from a trip you have to stay 14 days quarantine,"Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health.
 Individuals in self-isolation must stay at home, monitor their symptoms and call tel:+1-877-644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",I am returning from a trip. What do I have to do?,
2721531210,4/22/2020 11:37:45,5573285978,4/22/2020 11:22:03,false,feca,1,45349706,USA,GA,Atlanta,104.223.94.234,Are employees who isolate themselves at risk of being fired?,"The Gouvernement du Québec is asking employers to be understanding and flexible toward employees who are returning from travelling or who have symptoms.
 ",I work in the private sector and I have to self-isolate. Can my employer fire me?,
2721531210,4/22/2020 11:46:32,5573292560,4/22/2020 11:35:24,false,prodege,1,1856261,USA,FL,Palm City,66.176.132.115,Will I get paid if I have to self isolate after a business trip?,"The Gouvernement du Québec is asking employers to be understanding and flexible toward employees who are returning from travelling or who have symptoms.
 ",I work in the private sector and I have to self-isolate. Can my employer fire me?,
2721531210,4/22/2020 11:52:30,5573296974,4/22/2020 11:36:10,false,feca,1,45455300,USA,TX,Dallas,155.94.250.81,Can my employer fire me? I work in the private sector and I have to isolate myself.,"The Gouvernement du Québec is asking employers to be understanding and flexible toward employees who are returning from travelling or who have symptoms.
 ",I work in the private sector and I have to self-isolate. Can my employer fire me?,
2721531210,4/22/2020 12:14:53,5573314467,4/22/2020 11:50:51,false,feca,1,45448183,USA,VA,Reston,162.210.192.157,Can my employer fire me if there are doubts about my physical health?,"The Gouvernement du Québec is asking employers to be understanding and flexible toward employees who are returning from travelling or who have symptoms.
 ",I work in the private sector and I have to self-isolate. Can my employer fire me?,
2721531210,4/22/2020 12:34:55,5573329196,4/22/2020 12:19:38,false,feca,1,45598427,USA,NY,New York,107.170.145.187,"If I receive COVID-19, can I be fired from my job?","The Gouvernement du Québec is asking employers to be understanding and flexible toward employees who are returning from travelling or who have symptoms.
 ",I work in the private sector and I have to self-isolate. Can my employer fire me?,
2721531210,4/22/2020 12:57:06,5573346450,4/22/2020 12:47:35,false,feca,1,45599934,USA,VA,Manassas,23.105.3.172,"At no time should your job be at risk, it is for your safety and that of the community.","The Gouvernement du Québec is asking employers to be understanding and flexible toward employees who are returning from travelling or who have symptoms.
 ",I work in the private sector and I have to self-isolate. Can my employer fire me?,
2721531210,4/22/2020 14:36:22,5573426925,4/22/2020 14:25:22,false,feca,1,45427448,USA,NJ,Clifton,104.236.70.228,Will companies be required to maintain worker income while maintaining the emergency?,"The Gouvernement du Québec is asking employers to be understanding and flexible toward employees who are returning from travelling or who have symptoms.
 ",I work in the private sector and I have to self-isolate. Can my employer fire me?,
2721531211,4/21/2020 19:09:03,5572197425,4/21/2020 19:04:40,false,feca,1.0,45742270,USA,NJ,Clifton,104.131.92.125,"If I must isolate myself, what instructions must I follow?","Individuals in voluntary self-isolation must stay at home, monitor their symptoms and call 1 877 644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ","If I must go into self-isolation, what instructions must I follow?",
2721531211,4/21/2020 19:29:43,5572222190,4/21/2020 19:24:32,false,instagc,1,20312760,GBR,N1,Newcastle Under Lyme,92.15.0.56,Do I have to inform anyone if I’m voluntarily self isolating?,"Individuals in voluntary self-isolation must stay at home, monitor their symptoms and call 1 877 644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ","If I must go into self-isolation, what instructions must I follow?",
2721531211,4/21/2020 19:37:50,5572230791,4/21/2020 19:28:05,false,feca,1,45641995,USA,NY,New York,212.103.48.140,What are the correct instructions and guidelines for a self-isolation?,"Individuals in voluntary self-isolation must stay at home, monitor their symptoms and call 1 877 644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ","If I must go into self-isolation, what instructions must I follow?",
2721531211,4/21/2020 19:42:15,5572235161,4/21/2020 19:29:54,false,feca,1,45598716,USA,TX,Dallas,198.96.95.171,"If I am feeling the symptoms, what number should I call?","Individuals in voluntary self-isolation must stay at home, monitor their symptoms and call 1 877 644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ","If I must go into self-isolation, what instructions must I follow?",
2721531211,4/21/2020 20:20:18,5572284728,4/21/2020 20:14:27,false,prodege,1,25358609,USA,AZ,Phoenix,99.203.40.225,is there a support call center I can use if I get symptoms?,"Individuals in voluntary self-isolation must stay at home, monitor their symptoms and call 1 877 644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ","If I must go into self-isolation, what instructions must I follow?",
2721531211,4/21/2020 20:28:52,5572299322,4/21/2020 20:20:27,false,feca,1.0,45597606,USA,NY,New York,107.170.127.117,What are the isolation measures that I should follow?,"Individuals in voluntary self-isolation must stay at home, monitor their symptoms and call 1 877 644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ","If I must go into self-isolation, what instructions must I follow?",
