_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question_,answers,questions,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question__gold
2721199635,4/20/2020 20:17:27,5570412206,4/20/2020 20:01:22,false,feca,1,45598901,USA,VA,Manassas,172.241.239.208,What are the steps I should take if I am returning from a trip?,"Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health.
 Individuals in self-isolation must stay at home, monitor their symptoms and call tel:+1-877-644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",I am returning from a trip. What do I have to do?,
2721199635,4/20/2020 20:38:53,5570446608,4/20/2020 20:31:54,false,feca,1,45632252,USA,GA,Atlanta,107.150.30.173,What should I do if I have a cold system and difficulty breathing,"Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health.
 Individuals in self-isolation must stay at home, monitor their symptoms and call tel:+1-877-644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",I am returning from a trip. What do I have to do?,
2721199635,4/20/2020 20:49:50,5570465123,4/20/2020 20:31:53,false,feca,1,45365204,USA,FL,Miami,173.44.37.74,"If I am traveling, should I isolate myself when I return?","Anyone returning from a stay outside Canada must self-isolate for 14 days. Such isolation covers both travellers who are sick or display symptoms and those who do not have symptoms and are in perfect health.
 Individuals in self-isolation must stay at home, monitor their symptoms and call tel:+1-877-644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",I am returning from a trip. What do I have to do?,
2721199636,4/20/2020 20:08:50,5570401514,4/20/2020 20:05:56,false,feca,1,45710586,USA,UT,Provo,209.95.37.235,what laws were taken into account to protect staff who must be absent from work,"The Gouvernement du Québec is asking employers to be understanding and flexible toward employees who are returning from travelling or who have symptoms.
 ",I work in the private sector and I have to self-isolate. Can my employer fire me?,
2721199636,4/20/2020 20:51:01,5570466712,4/20/2020 20:36:10,false,feca,1.0,45541176,USA,NJ,Clifton,45.55.160.105,Can my employer fire me if I have to isolate myself?,"The Gouvernement du Québec is asking employers to be understanding and flexible toward employees who are returning from travelling or who have symptoms.
 ",I work in the private sector and I have to self-isolate. Can my employer fire me?,
2721199636,4/20/2020 21:40:05,5570541866,4/20/2020 21:10:31,false,feca,1,45597733,USA,IL,Chicago,23.81.152.163,Can I be fired from my job?,"The Gouvernement du Québec is asking employers to be understanding and flexible toward employees who are returning from travelling or who have symptoms.
 ",I work in the private sector and I have to self-isolate. Can my employer fire me?,
2721199637,4/20/2020 20:13:33,5570407926,4/20/2020 20:10:50,false,feca,1.0,45754194,USA,NJ,Clifton,104.131.75.86,What should I do if I am isolated?,"Individuals in voluntary self-isolation must stay at home, monitor their symptoms and call 1 877 644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ","If I must go into self-isolation, what instructions must I follow?",
2721199637,4/20/2020 20:16:53,5570411530,4/20/2020 20:10:48,false,clixsense,1,29155723,GBR,J5,North Shields,2.96.94.169,What procedures should I follow if I need to self isolate,"Individuals in voluntary self-isolation must stay at home, monitor their symptoms and call 1 877 644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ","If I must go into self-isolation, what instructions must I follow?",
2721199637,4/20/2020 20:33:34,5570438091,4/20/2020 20:26:17,false,neodev,1,45416745,USA,TX,Dallas,155.94.250.75,"If i have the virus and want to protect other people,  what steps should i take to self isolate?","Individuals in voluntary self-isolation must stay at home, monitor their symptoms and call 1 877 644-4545 if they have a cough, https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539 , difficulty breathing or sudden loss of sense of smell and taste without nasal congestion. These people must not go outside at all, even to go for a walk. Certain practices are also recommended if they live with other people who have not travelled. To obtain additional information on the procedures to follow, please https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ","If I must go into self-isolation, what instructions must I follow?",
2721199638,4/20/2020 20:40:42,5570449304,4/20/2020 20:32:02,false,feca,1,45492328,USA,NJ,Clifton,138.197.26.186,"Is it necessary to return to my residence, despite being outside my country?","The Gouvernement du Québec suggests that individuals who are abroad come home if possible.
 The Government of Canada in its https://travel.gc.ca/travelling/advisories?_ga=2.155976444.612942516.1584366966-332147478.1583942171 section recommends that individuals who are abroad find out about the commercial options avilable to them to return to Canada and to return sooner than planned if such options become more limited.
 ","If I am abroad, do I have to immediately come home?",
2721199638,4/20/2020 21:58:14,5570567355,4/20/2020 21:32:18,false,feca,1.0,45710586,USA,UT,Provo,209.95.37.235,in the case of being out of my country as I return home?,"The Gouvernement du Québec suggests that individuals who are abroad come home if possible.
 The Government of Canada in its https://travel.gc.ca/travelling/advisories?_ga=2.155976444.612942516.1584366966-332147478.1583942171 section recommends that individuals who are abroad find out about the commercial options avilable to them to return to Canada and to return sooner than planned if such options become more limited.
 ","If I am abroad, do I have to immediately come home?",
2721199638,4/20/2020 22:05:07,5570575071,4/20/2020 21:57:30,false,feca,1.0,45631005,USA,GA,Atlanta,107.150.30.150,What are the measures to be taken by people who are abroad?,"The Gouvernement du Québec suggests that individuals who are abroad come home if possible.
 The Government of Canada in its https://travel.gc.ca/travelling/advisories?_ga=2.155976444.612942516.1584366966-332147478.1583942171 section recommends that individuals who are abroad find out about the commercial options avilable to them to return to Canada and to return sooner than planned if such options become more limited.
 ","If I am abroad, do I have to immediately come home?",
2721199639,4/20/2020 20:41:21,5570450284,4/20/2020 20:36:03,false,feca,1.0,45754194,USA,NJ,Clifton,104.131.75.86,Who is most at risk?,"For this information, you are advised to consult the https://travel.gc.ca/travelling/advisories?_ga=2.105850506.886082967.1584121752-1553186751.1579968697 section on the Government of Canada site.
 ",Which countries are most at risk?,
2721199639,4/20/2020 21:01:14,5570486393,4/20/2020 20:35:50,false,feca,1.0,45456566,USA,NJ,Clifton,45.55.190.76,Which countries have the highest risk of a pandemic?,"For this information, you are advised to consult the https://travel.gc.ca/travelling/advisories?_ga=2.105850506.886082967.1584121752-1553186751.1579968697 section on the Government of Canada site.
 ",Which countries are most at risk?,
2721199639,4/20/2020 21:32:09,5570529876,4/20/2020 21:06:21,false,feca,1.0,45632252,USA,GA,Atlanta,107.150.30.173,How do I get online or where do I get information about which countries are at higher risk of covid-19,"For this information, you are advised to consult the https://travel.gc.ca/travelling/advisories?_ga=2.105850506.886082967.1584121752-1553186751.1579968697 section on the Government of Canada site.
 ",Which countries are most at risk?,
2721199640,4/20/2020 20:35:48,5570441409,4/20/2020 20:31:21,false,feca,1.0,45456566,USA,NJ,Clifton,138.197.31.58,"If I have travel plans, should I cancel it because of the COVID-19 alert?","The Gouvernement du Québec is asking Quebecers to cancel non-essential trips.
 If you decide to travel anyway, you are advised to consult the https://travel.gc.ca/travelling/advisories?_ga=2.105850506.886082967.1584121752-1553186751.1579968697 section on the Government of Canada site. You must also self-isolate for 14 days when you return.
 ",I have travel plans. Should I cancel them?,
2721199640,4/20/2020 20:46:20,5570460158,4/20/2020 20:32:43,false,feca,1,45480439,USA,"","",66.165.246.214,"If i already have planned trips, can i just still go through or it's better to cancel them?","The Gouvernement du Québec is asking Quebecers to cancel non-essential trips.
 If you decide to travel anyway, you are advised to consult the https://travel.gc.ca/travelling/advisories?_ga=2.105850506.886082967.1584121752-1553186751.1579968697 section on the Government of Canada site. You must also self-isolate for 14 days when you return.
 ",I have travel plans. Should I cancel them?,
2721199640,4/20/2020 21:21:38,5570514074,4/20/2020 21:01:27,false,feca,1.0,45541176,USA,NJ,Clifton,45.55.160.105,"If I have travel plans, is it safe to cancel them due to the pandemic?","The Gouvernement du Québec is asking Quebecers to cancel non-essential trips.
 If you decide to travel anyway, you are advised to consult the https://travel.gc.ca/travelling/advisories?_ga=2.105850506.886082967.1584121752-1553186751.1579968697 section on the Government of Canada site. You must also self-isolate for 14 days when you return.
 ",I have travel plans. Should I cancel them?,
2721199641,4/20/2020 20:40:00,5570448376,4/20/2020 20:32:28,false,feca,1.0,45458538,USA,NJ,Clifton,138.197.26.4,What happens to truckers who are outside the borders and in an alert situation cannot enter?,"Truck drivers and air crews and seagoing personnel do not have to self-isolate given the important role that they play in the transportation of critical goods such as food.
 ",What happens to truck drivers from outside our borders?,
2721199641,4/20/2020 20:41:47,5570450898,4/20/2020 20:30:18,false,feca,1.0,45597354,USA,FL,Miami,173.44.37.74,Truck Drivers Will They Work?,"Truck drivers and air crews and seagoing personnel do not have to self-isolate given the important role that they play in the transportation of critical goods such as food.
 ",What happens to truck drivers from outside our borders?,
2721199641,4/20/2020 21:20:38,5570512888,4/20/2020 21:15:58,false,feca,1.0,45541846,USA,NJ,Clifton,138.197.31.58,What is the situation of the truck drivers in the border media?,"Truck drivers and air crews and seagoing personnel do not have to self-isolate given the important role that they play in the transportation of critical goods such as food.
 ",What happens to truck drivers from outside our borders?,
2721199642,4/20/2020 20:16:05,5570410737,4/20/2020 20:03:03,false,feca,1.0,45657507,USA,NY,New York,107.170.166.118,"Will I be reimbursed what I already paid, if I have to cancel any project that already has payment?","There is currently no program to refund the cost of trips abroad. Travellers should contact their travel agent or travel insurer.
 ","If I have to cancel a trip abroad, will I be reimbursed for what I have already paid?",
2721199642,4/20/2020 20:45:52,5570459366,4/20/2020 20:30:16,false,feca,1.0,45541846,USA,NJ,Clifton,45.55.160.105,"If I cancel my trip, will I get a refund of my money?","There is currently no program to refund the cost of trips abroad. Travellers should contact their travel agent or travel insurer.
 ","If I have to cancel a trip abroad, will I be reimbursed for what I have already paid?",
2721199642,4/20/2020 21:31:03,5570528693,4/20/2020 21:16:32,false,feca,1,45568923,USA,FL,Miami,173.44.37.74,Who should I talk to about the possibility of a refund if I have a planned trip?,"There is currently no program to refund the cost of trips abroad. Travellers should contact their travel agent or travel insurer.
 ","If I have to cancel a trip abroad, will I be reimbursed for what I have already paid?",
2721199643,4/20/2020 20:45:02,5570457608,4/20/2020 20:32:05,false,feca,1.0,45520723,USA,NJ,Clifton,104.236.74.212,"If I feel that I have coronavirus, what can I do?","If you have symptoms of coronavirus disease, you will feel tired and weak. Rest will help you fight the disease. Limit your contact with other people until the symptoms have resolved. You can resume your activities when your condition allows.
 It is important to drink often because fever makes you sweat and lose a lot of fluids. At least 1.5 litres of fluids per day is recommended. Have hot or cold or drinks, whichever you prefer. Avoid alcoholic beverages or beverages that contain caffeine, such as coffee, tea and soft drinks. Alcohol and caffeine will make you urinate and increase fluid loss (dehydration).
 Watch for the following signs of dehydration:
 •  sensation of extreme thirst;
•  dry mouth and tongue;
•  infrequent or dark urine;
•  dizziness, confusion and headaches.
Complications of COVID-19 can develop a few days after symptoms first appear. If symptoms become more acute, you must go to the emergency room immediately or, if you need help, call 911. Watch for the following signs of a deterioration:
 •  body temperature over 38°C (100.4°F);
•  persistent or increasing difficulty breathing;
•  drowsiness, confusion, disorientation or difficulty staying awake;
•  no urine for 12 hours;
•  fever in a baby under 3 months of age.
",I have symptoms of coronavirus disease (COVID-19) or I have COVID-19. What can I do to take care of myself?,
2721199643,4/20/2020 20:45:16,5570458157,4/20/2020 20:32:10,false,feca,1.0,45573778,USA,NV,185.242.5.0/24,185.242.5.99,What can I do to treat myself if I have symptoms of COVID-19?,"If you have symptoms of coronavirus disease, you will feel tired and weak. Rest will help you fight the disease. Limit your contact with other people until the symptoms have resolved. You can resume your activities when your condition allows.
 It is important to drink often because fever makes you sweat and lose a lot of fluids. At least 1.5 litres of fluids per day is recommended. Have hot or cold or drinks, whichever you prefer. Avoid alcoholic beverages or beverages that contain caffeine, such as coffee, tea and soft drinks. Alcohol and caffeine will make you urinate and increase fluid loss (dehydration).
 Watch for the following signs of dehydration:
 •  sensation of extreme thirst;
•  dry mouth and tongue;
•  infrequent or dark urine;
•  dizziness, confusion and headaches.
Complications of COVID-19 can develop a few days after symptoms first appear. If symptoms become more acute, you must go to the emergency room immediately or, if you need help, call 911. Watch for the following signs of a deterioration:
 •  body temperature over 38°C (100.4°F);
•  persistent or increasing difficulty breathing;
•  drowsiness, confusion, disorientation or difficulty staying awake;
•  no urine for 12 hours;
•  fever in a baby under 3 months of age.
",I have symptoms of coronavirus disease (COVID-19) or I have COVID-19. What can I do to take care of myself?,
2721199643,4/20/2020 22:16:46,5570591406,4/20/2020 22:10:51,false,feca,1,45602995,USA,VA,Reston,147.135.36.175,"If I have the virus, what steps should I take in the most appropriate way?","If you have symptoms of coronavirus disease, you will feel tired and weak. Rest will help you fight the disease. Limit your contact with other people until the symptoms have resolved. You can resume your activities when your condition allows.
 It is important to drink often because fever makes you sweat and lose a lot of fluids. At least 1.5 litres of fluids per day is recommended. Have hot or cold or drinks, whichever you prefer. Avoid alcoholic beverages or beverages that contain caffeine, such as coffee, tea and soft drinks. Alcohol and caffeine will make you urinate and increase fluid loss (dehydration).
 Watch for the following signs of dehydration:
 •  sensation of extreme thirst;
•  dry mouth and tongue;
•  infrequent or dark urine;
•  dizziness, confusion and headaches.
Complications of COVID-19 can develop a few days after symptoms first appear. If symptoms become more acute, you must go to the emergency room immediately or, if you need help, call 911. Watch for the following signs of a deterioration:
 •  body temperature over 38°C (100.4°F);
•  persistent or increasing difficulty breathing;
•  drowsiness, confusion, disorientation or difficulty staying awake;
•  no urine for 12 hours;
•  fever in a baby under 3 months of age.
",I have symptoms of coronavirus disease (COVID-19) or I have COVID-19. What can I do to take care of myself?,
2721199644,4/20/2020 20:46:18,5570460076,4/20/2020 20:30:26,false,feca,1,45489427,USA,NJ,Clifton,45.55.160.105,What can I do to protect people from hacking me if I have symptoms of COVID-19?,"To protect people around you, this is what you must do until your symptoms (fever, cough, fatigue, etc.) have resolved:
 •  Stay in a separate room to avoid contaminating your family;
•  Sleep and eat alone in your room;
•  Use a separate bathroom;
•  Cover your mouth and nose when you cough or sneeze, ideally with a tissue. Spit into a tissue. Wash your hands afterwards;
•  If you do not have a tissue, cough or sneeze into the crease of your elbow or upper arm;
•  Put used tissues into a garbage bag in a trash can with a lid. Keep used tissues out of reach of children;
•  Do not have visitors to your home.
Good hygiene and prevention practices are explained and illustrated in the https://cdn-contenu.quebec.ca/cdn-contenu/sante/documents/Problemes_de_sante/19-210-30A_Guide-auto-soins_anglais.pdf?1584985885 .
 ",I have symptoms of coronavirus disease (COVID-19) or I have COVID-19. What can I do to protect people around me?,
2721199644,4/20/2020 21:10:20,5570497857,4/20/2020 21:06:46,false,feca,1.0,45710586,USA,UT,Provo,209.95.37.235,What are the steps to follow if I present the symptoms of covid -19 to protect my family,"To protect people around you, this is what you must do until your symptoms (fever, cough, fatigue, etc.) have resolved:
 •  Stay in a separate room to avoid contaminating your family;
•  Sleep and eat alone in your room;
•  Use a separate bathroom;
•  Cover your mouth and nose when you cough or sneeze, ideally with a tissue. Spit into a tissue. Wash your hands afterwards;
•  If you do not have a tissue, cough or sneeze into the crease of your elbow or upper arm;
•  Put used tissues into a garbage bag in a trash can with a lid. Keep used tissues out of reach of children;
•  Do not have visitors to your home.
Good hygiene and prevention practices are explained and illustrated in the https://cdn-contenu.quebec.ca/cdn-contenu/sante/documents/Problemes_de_sante/19-210-30A_Guide-auto-soins_anglais.pdf?1584985885 .
 ",I have symptoms of coronavirus disease (COVID-19) or I have COVID-19. What can I do to protect people around me?,
2721199644,4/20/2020 21:48:13,5570552651,4/20/2020 21:40:09,false,feca,1,45775045,USA,NJ,Clifton,104.131.110.123,what should i do if i have symptoms?,"To protect people around you, this is what you must do until your symptoms (fever, cough, fatigue, etc.) have resolved:
 •  Stay in a separate room to avoid contaminating your family;
•  Sleep and eat alone in your room;
•  Use a separate bathroom;
•  Cover your mouth and nose when you cough or sneeze, ideally with a tissue. Spit into a tissue. Wash your hands afterwards;
•  If you do not have a tissue, cough or sneeze into the crease of your elbow or upper arm;
•  Put used tissues into a garbage bag in a trash can with a lid. Keep used tissues out of reach of children;
•  Do not have visitors to your home.
Good hygiene and prevention practices are explained and illustrated in the https://cdn-contenu.quebec.ca/cdn-contenu/sante/documents/Problemes_de_sante/19-210-30A_Guide-auto-soins_anglais.pdf?1584985885 .
 ",I have symptoms of coronavirus disease (COVID-19) or I have COVID-19. What can I do to protect people around me?,
2721199645,4/20/2020 20:06:44,5570396491,4/20/2020 20:05:35,false,feca,1.0,45724978,USA,NY,New York,107.170.127.117,How should I clean my environment on this moments of pandemic?,"The virus that causes coronavirus disease (COVID-19) can live on objects and surfaces. It can survive for:
 •  3 hours on objects with dry surfaces;
•  6 days on objects with wet surfaces.
It is important to clean countertops, washbasins, door handles and any surfaces that are frequently touched by hands. Cleaning and disinfecting are very effective at eliminating the virus.
 •  For cleaning, use soap and water or household cleaning products.
•  For disinfecting, use a bleach solution or a disinfectant. A solution of 1 part bleach to 9 parts water is recommended, that is, 10 mL of bleach in 90 mL of water.
If you are sick, your bed linen, towels, clothes and dishes can be washed with those of other household members using regular detergent.
 ",How should I clean my environment?,
2721199645,4/20/2020 20:41:53,5570451002,4/20/2020 20:38:17,false,feca,1,45597883,USA,NJ,Clifton,104.131.19.173,How should I clean,"The virus that causes coronavirus disease (COVID-19) can live on objects and surfaces. It can survive for:
 •  3 hours on objects with dry surfaces;
•  6 days on objects with wet surfaces.
It is important to clean countertops, washbasins, door handles and any surfaces that are frequently touched by hands. Cleaning and disinfecting are very effective at eliminating the virus.
 •  For cleaning, use soap and water or household cleaning products.
•  For disinfecting, use a bleach solution or a disinfectant. A solution of 1 part bleach to 9 parts water is recommended, that is, 10 mL of bleach in 90 mL of water.
If you are sick, your bed linen, towels, clothes and dishes can be washed with those of other household members using regular detergent.
 ",How should I clean my environment?,
2721199645,4/20/2020 21:05:44,5570492305,4/20/2020 20:55:40,false,feca,1,45492280,USA,NJ,Clifton,138.197.26.4,recommendations to clean my environment?,"The virus that causes coronavirus disease (COVID-19) can live on objects and surfaces. It can survive for:
 •  3 hours on objects with dry surfaces;
•  6 days on objects with wet surfaces.
It is important to clean countertops, washbasins, door handles and any surfaces that are frequently touched by hands. Cleaning and disinfecting are very effective at eliminating the virus.
 •  For cleaning, use soap and water or household cleaning products.
•  For disinfecting, use a bleach solution or a disinfectant. A solution of 1 part bleach to 9 parts water is recommended, that is, 10 mL of bleach in 90 mL of water.
If you are sick, your bed linen, towels, clothes and dishes can be washed with those of other household members using regular detergent.
 ",How should I clean my environment?,
2721199646,4/20/2020 20:25:44,5570426020,4/20/2020 20:01:54,false,clixsense,1,45626834,USA,GA,Atlanta,104.223.94.218,What are the necessary cares for the sick?,"To find out how to care for a child or an older adult who is sick, refer to the Caring for sick children and Eldercare sections in the https://cdn-contenu.quebec.ca/cdn-contenu/sante/documents/Problemes_de_sante/19-210-30A_Guide-auto-soins_anglais.pdf?1584985885 .
 ",How should I care for a child or an older adult who is sick?,
2721199646,4/20/2020 21:15:12,5570506326,4/20/2020 21:11:38,false,feca,1.0,45710586,USA,UT,Provo,209.95.37.235,steps to take to care for a person who has symptoms,"To find out how to care for a child or an older adult who is sick, refer to the Caring for sick children and Eldercare sections in the https://cdn-contenu.quebec.ca/cdn-contenu/sante/documents/Problemes_de_sante/19-210-30A_Guide-auto-soins_anglais.pdf?1584985885 .
 ",How should I care for a child or an older adult who is sick?,
