timestamp_est,anonymous_id,question
2020-03-21T12:08:35.332Z,a4c13d0e-cdbc-48a8-b24a-7135ec3ed285,"J'ai eu des symptômes en février avec un peu de difficultés à respirer une fois couchée seulement, faible toux, fièvre, courbatures et amygdales super enflées, et grande fatigue 7 à 10 jours de retour à la normale."
2020-03-21T09:58:36.661Z,cd7d48a5-e664-4b53-bfc4-0135570a8865,How do I treat coronavirus?
2020-03-21T09:58:36.672Z,cd7d48a5-e664-4b53-bfc4-0135570a8865,Is it safe to travel to chicago?
2020-03-21T11:47:19.395Z,366a31ab-98bf-4466-b9f3-7b499ac6d75c,How many asymptomatic people are there likely to be?
2020-03-21T10:59:53.337Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,suis-je a risque de perdre mon emploi
2020-03-21T11:27:21.479Z,ad249998-092e-4691-98bf-91f2f56c6bbc,
2020-03-21T09:30:09.362Z,49614d98-6864-472f-9cce-e748b0dbfb90,"Avons-nous une idée dans combien de temps les lieux publics/privés (ex: gyms de Crossfit, magasins) réouvriront? Avec précautions et directives bien sûr. "
2020-03-21T09:58:36.66Z,cd7d48a5-e664-4b53-bfc4-0135570a8865,When will it be ok to go outside?
2020-03-21T09:22:36.563Z,507092f6-fee4-47e3-89a1-39c932ac23ae,age wise statistics for covid-19
2020-03-21T02:07:43.819Z,db5a20f9-6ce4-4c89-9833-f4fa5bb70b98,Does temperature has any effect on the virus
2020-03-21T10:37:53.125Z,f689b98c-29f7-4a44-8b62-3b69231c8ca5,Est-ce que nous sommes en période de transmission communautaire?
2020-03-21T09:31:04.859Z,d66fdac6-939a-4737-a37c-69851ecf623a,"Si j’ai une maladie pulmonaire et que je suis infectée par le covid-19, il va s’écouler combien de temps avant de mourir?"
2020-03-21T10:36:23.684Z,f689b98c-29f7-4a44-8b62-3b69231c8ca5,Quoi faire si je tousse
2020-03-21T08:52:33.554Z,04227e51-dd74-4104-9b40-f1be16f97eea,How long will it take to develop a vaccine ? 
2020-03-21T09:45:35.478Z,fdb9ea21-a2c4-4562-b182-b28ff01f256b,How do I know when to get tested?
2020-03-21T12:03:39.463Z,0d1368ad-6269-497a-92be-bef48c314dcd,Are research fundings going to be cut as a result of the virus?
2020-03-21T11:05:06.001Z,3e49cb8e-c3da-4192-ac69-85ac0b50cfe0,Pourquoi je ne peux pas faire de télétravail dans le domaine de la santé 
2020-03-21T10:52:23.4Z,90f34527-81fa-437a-820d-4200855973a6,Qu'arrivera t'il de mon emploi?
2020-03-21T10:59:53.385Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,j'ai besoin d'aide je crois
2020-03-21T10:59:53.446Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,"j'ai une gastro, j'ai peur de me présenter dans une clinnique"
2020-03-21T12:40:08.923Z,17a0efa7-9250-48eb-8b2e-32ea3f85abaf,"Must the fever-symptom related to COVID-19 be a continuous fever, or is it possible that the fever is short-lived?"
2020-03-21T11:38:28.685Z,4928dcc7-affb-4651-8082-051e4f9fe269,"Est-ce que le covid 19, qui semble etre comparer a une pneumonie"
2020-03-21T10:59:53.411Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,comment obtenir de l'info pour le depistage
