timestamp_est,anonymous_id,question,question_processed,cluster
2020-03-22 13:27:58.921,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,should I wear a mask?,should i wear a mask,covid-fight
2020-03-23 22:54:39.162,f3181164-00d3-4c9d-97a3-9bb814bd37ef,Should I wear a mask?,should i wear a mask,covid-fight
2020-04-04 12:57:20.715,ec8ee3f8-bca1-4ad4-9fd8-2730281c0a52,Should I wear a mask?,should i wear a mask,covid-fight
2020-03-27 12:14:54.1,dcf67510-40a0-4e53-b624-ffa97bab8deb,Should I wear a mask if I go outside to not get the COVID-19?,should i wear a mask if i go outside to not get the covid19,covid-fight
2020-04-05 20:12:30.619,7735ecb7-e1f9-482a-b687-35f84f9b29df,Should I wear a mask to go shopping?,should i wear a mask to go shopping,covid-fight
2020-04-01 09:44:38.401,a77c8fab-18b6-4ff3-9779-1ffb88ef268c,Should i wear a mask when outside,should i wear a mask when outside,covid-fight
2020-03-24 14:25:34.257,07ea9f3d-3ffe-49d9-9999-5e5e4986bb73,Should I wear gloves to go to the grocery store ?,should i wear gloves to go to the grocery store ,covid-fight
2020-03-22 16:15:14.315,ff98d901-ca76-477f-9b6f-fccacd3ed7d9,Should I wear mask,should i wear mask,covid-fight
2020-03-24 14:42:04.33,f10c4d53-a974-40f4-83a4-7f6b131865fa,Should we be wearing homemade masks when out shopping?,should we be wearing homemade masks when out shopping,covid-fight
2020-03-30 17:30:28.462,7443f401-badd-4219-9f58-1490ca0ce0f5,"Since we know that the virus can be airborne for up to 3 hours, why are we not wearing masks ?",since we know that the virus can be airborne for up to 3 hours why are we not wearing masks ,covid-fight
2020-03-28 16:42:51.965,4d1a70c5-afe2-4f2c-97e3-3f13004faa7a,what kind of mask is good,what kind of mask is good,covid-fight
2020-03-23 18:28:09.18,001b7e0a-87c0-4f07-a51e-974ab0fc8757,"Why does the government think that we don't need to wear face masks when clearly citizens from countries that are able to contain the virus are all wearing face masks, regardless if they are sick or not",why does the government think that we dont need to wear face masks when clearly citizens from countries that are able to contain the virus are all wearing face masks regardless if they are sick or not,covid-fight
2020-03-23 13:10:54.162,c25acb81-1f1a-4f2e-ae29-9216bbd03c22,Will the heat of the summer help fighting the virus?,will the heat of the summer help fighting the virus,covid-fight
2020-03-25 15:23:17.54,1deb4021-c0f9-4d59-a2c7-3e226fe0f779,Will wearing a P100 mask help me not get infected?,will wearing a p100 mask help me not get infected,covid-fight
2020-03-24 12:17:03.725,355afc48-4323-47c5-99ea-c95e8250f703,How long does the incubation period last?,how long does the incubation period last,covid-incubation
2020-03-22 09:45:57.907,90055b1e-cd4c-43aa-8914-1b8b2a531841,How long does this virus incubate? ,how long does this virus incubate ,covid-incubation
2020-03-21 18:48:44.969,7f0bd659-d209-4d2b-bd3a-f0fe73cb085b,How long is incubation period? ,how long is incubation period ,covid-incubation
2020-03-21 18:48:44.987,7f0bd659-d209-4d2b-bd3a-f0fe73cb085b,Is the severity of disease dependent on incubation period? ,is the severity of disease dependent on incubation period ,covid-incubation
2020-03-22 09:19:12.019,9652758a-fdec-4d0e-9df3-7afb387acfda,Is the virus infectious during incubation period?,is the virus infectious during incubation period,covid-incubation
2020-03-27 00:19:17.256,ed225c95-535f-4346-86d1-c6478d5b69fc,What are symptoms in the incubation period?,what are symptoms in the incubation period,covid-incubation
2020-03-22 09:55:27.409,ae2c7a92-e8ec-48d4-afce-ecd02536f702,What is the incubation period? ,what is the incubation period ,covid-incubation
2020-03-22 21:46:40.909,80599841-9130-444d-9128-453781e0d680,What is the incubation period for COVID-19?,what is the incubation period for covid19,covid-incubation
2020-03-23 03:24:04.585,edf757da-bb5e-49d1-ab06-c0f946a3bf4e,What is the incubation period of COVID-19?,what is the incubation period of covid19,covid-incubation
2020-03-27 15:11:49.167,56b2a69c-3369-46f4-a568-4e5b9f214db1,What is the incubation time?,what is the incubation time,covid-incubation
2020-03-22 10:24:27.442,35a8785b-58b8-4043-b31b-60afd2faeb32,What is the incubation time of covid-19 by age,what is the incubation time of covid19 by age,covid-incubation
2020-03-22 18:12:15.188,95a344d0-0b90-4d40-bcec-ff414c0011bb,What is the incubation time of the virus?,what is the incubation time of the virus,covid-incubation
2020-03-22 23:14:24.72,96874ddc-b0a3-4b88-81da-660395818439,What is the longest known asymptomatic incubation period?,what is the longest known asymptomatic incubation period,covid-incubation
2020-03-23 05:23:45.623,ff36e21c-f99a-4015-8fa0-bf1e7cceb028,What is the period of incubation?,what is the period of incubation,covid-incubation
2020-03-24 00:24:36.463,88c77c4a-9baa-466b-bc57-34b0f0a6c83f,What’s the incubation period? ,whats the incubation period ,covid-incubation
2020-03-24 20:55:29.188,a399dbd7-2661-46d2-8dd1-d16a60c19aa5,What's the incubation period of the COVID-19 virus?,whats the incubation period of the covid19 virus,covid-incubation
2020-03-30 09:22:58.593,bf2a9e46-8741-433a-93af-b9f5048f18ac, Can you be re-infected with Covid 19 or are you immune after getting it?, can you be reinfected with covid 19 or are you immune after getting it,covid-infection
2020-03-28 12:57:07.085,17e74942-c1b7-4eae-bea5-fa027a10ead8, How long is the period between infection and the appearance of symptoms and when do people become contagious? , how long is the period between infection and the appearance of symptoms and when do people become contagious ,covid-infection
2020-03-22 17:14:34.37,81462647-ac3c-4d40-8efa-e58aaeea78f5,Am I infected,am i infected,covid-infection
2020-03-21 21:45:13.524,85e6cdad-531a-4a3f-9a86-8fad681731c7,Are covid-19 outcomes worse for those who are infected and suffer from asthma? ,are covid19 outcomes worse for those who are infected and suffer from asthma ,covid-infection
2020-03-25 01:51:12.287,be5bd1cf-2b87-49fd-b61b-5d35dcc99398,Are there any anticipated long term effects post-infection?,are there any anticipated long term effects postinfection,covid-infection
2020-03-23 04:15:33.681,815c4207-ead9-4851-b509-931a51243aff,Can antibiotics deal with viral infection?,can antibiotics deal with viral infection,covid-infection
2020-03-25 09:08:26.498,eb363d83-12d3-4d87-ba88-05df4f3a283b,"Can I be coughing, without fever, and be infected?",can i be coughing without fever and be infected,covid-infection
2020-03-22 14:59:26.062,4f0491c9-bcc3-4ac2-ab92-fff2349511ed,Can I get infected after I healed from it?,can i get infected after i healed from it,covid-infection
2020-03-25 12:10:33.542,27569055-c9af-4f41-8bac-ad1100b29333,can I get infected from a newspaper,can i get infected from a newspaper,covid-infection
2020-03-22 09:41:14.833,a6b15f80-e21f-4c35-8743-deb4d193deb7,Can I get infected from food or grocery delivery?,can i get infected from food or grocery delivery,covid-infection
2020-03-28 21:51:18.391,e95e6883-e89e-4348-8383-90bb4f8b7280,Can I get infected more than once?,can i get infected more than once,covid-infection
2020-03-21 20:46:51.89,fa1e419d-5cef-41e6-bb17-f8bd28411028,Can I get the virus from breathing infected airborn particules,can i get the virus from breathing infected airborn particules,covid-infection
2020-04-05 16:26:45.722,1088c938-e1a3-431b-b2fb-48d26eab883b,Can my pets get infected with covid,can my pets get infected with covid,covid-infection
2020-03-22 15:33:57.14,093574a7-46d8-4320-9e30-38ba5b008459,Can you get be infected more than once? ,can you get be infected more than once ,covid-infection
2020-03-22 14:29:25.022,fad9475f-2db6-4cf2-a318-72f9b99c690a,Does everyone infected need a respirator?,does everyone infected need a respirator,covid-infection
2020-03-23 03:38:10.839,7e225b5a-303b-46a1-8c2e-8562566d9eb3,Eyes infection is correlated?,eyes infection is correlated,covid-infection
2020-04-05 09:25:56.061,61e878e3-ebc2-4f46-a34f-fc22a2924961,f you get Covid-19 can you be reinfected within 12 months? ,f you get covid19 can you be reinfected within 12 months ,covid-infection
2020-03-24 11:07:46.74,7165f269-9d29-47a0-bf41-36a17ed9789b,"For a healthy young/middle-aged adult to get infected but recover by his/her own, what would be the possibility to have his or her lung permenantly damaged?",for a healthy youngmiddleaged adult to get infected but recover by hisher own what would be the possibility to have his or her lung permenantly damaged,covid-infection
2020-03-22 03:12:45.292,c5a8ec79-cd48-4ca2-8854-66347187d566,From the infected worldwide population what will be the ratio of asymptomatic people,from the infected worldwide population what will be the ratio of asymptomatic people,covid-infection
2020-04-13 15:50:21.792,c990c6be-64af-4160-b68f-c68280195f6e,How can an estimate for the real number of infected in the USA be calculated?,how can an estimate for the real number of infected in the usa be calculated,covid-infection
2020-03-23 07:41:46.451,4b1d4d97-fc9a-4963-a13b-0c661939e4c6,How covid-19 virus infected?,how covid19 virus infected,covid-infection
2020-03-21 16:03:27.625,1ec981b1-26fc-4ae7-a416-a8c4bc026179,How do people get infected with Coronavirus?,how do people get infected with coronavirus,covid-infection
2020-03-25 15:01:20.708,508886c9-fc0a-457a-8df7-54d3c92ce2dc,How I can get infected?,how i can get infected,covid-infection
2020-03-24 00:16:32.244,04d8887f-99ab-4148-a615-cfc89f9917e0,How I can isolate infected\quarantined family member at home where kids and other family members share common space?,how i can isolate infectedquarantined family member at home where kids and other family members share common space,covid-infection
2020-03-24 15:33:51.764,b65b09d5-01fc-49da-9c10-e9efc308e651,How likely will I get reinfected?,how likely will i get reinfected,covid-infection
2020-03-30 14:09:48.988,7663bade-b836-43f2-a515-039a533e9e68,How long does a person infected with Coronavirus remain contagious to others?,how long does a person infected with coronavirus remain contagious to others,covid-infection
2020-03-22 15:32:22.805,cdb73897-3211-4fca-9946-91ba51af1738,How long does it last once infected ?,how long does it last once infected ,covid-infection
2020-03-25 11:38:04.719,3cf40148-c8eb-49c0-8532-e07065381e98,How long does it take for an infected person to show symptoms ?,how long does it take for an infected person to show symptoms ,covid-infection
2020-03-26 07:55:35.898,66837903-77b4-47fb-af73-39682bb29ba5,How long does it take for you to feel symptoms once you are infected?,how long does it take for you to feel symptoms once you are infected,covid-infection
2020-03-22 13:20:11.78,f7d3845d-078d-4e97-928c-fbd7a3b508c8,How long until an infected person shows symptoms?,how long until an infected person shows symptoms,covid-infection
2020-03-27 15:06:45.806,e90f53f6-854b-457c-a942-1c4f63ad1ad7,How long would it take for symptoms to appear after a contact with someone infected?,how long would it take for symptoms to appear after a contact with someone infected,covid-infection
2020-03-24 21:46:24.712,4a82fd9d-5637-418c-bb43-31351b26c171,How many are infected in Brossard?,how many are infected in brossard,covid-infection
2020-03-26 09:01:14.295,273729cb-80d1-4f9f-bab1-f818abe8a446,How many days does it take for the infection rates to double?,how many days does it take for the infection rates to double,covid-infection
2020-03-22 13:11:45.572,58b49517-abdc-4c17-9398-0359753a23ec,How many infected person in south korea?,how many infected person in south korea,covid-infection
2020-03-30 07:18:35.874,feec5a3a-6535-4741-8789-7ea635d6dbb5,how many infections are china hiding?,how many infections are china hiding,covid-infection
2020-03-25 15:01:20.758,508886c9-fc0a-457a-8df7-54d3c92ce2dc,How to avoid this infection?,how to avoid this infection,covid-infection
2020-03-22 07:21:03.401,4e4f4496-fe6e-43e3-9e9b-c6ceb0d98885,How to deal with disinfection of day to day use objects?,how to deal with disinfection of day to day use objects,covid-infection
2020-03-25 22:17:53.006,b8f01f00-0314-43a6-9f66-084c4560d608,how to help a friend that is infected,how to help a friend that is infected,covid-infection
2020-03-22 11:58:27.828,7db9c038-4c49-43c7-a8d1-435820e231d9,How to take care of infected people ,how to take care of infected people ,covid-infection
2020-03-25 09:29:39.75,3463d903-47a9-49dd-8756-ca003adceab4,"I feel tired often at home, am I infected?",i feel tired often at home am i infected,covid-infection
2020-03-22 13:41:43.877,283caf34-28a4-40d1-8e39-344b1843cd33,I need to take a blood test. Is there a large risk for infection?,i need to take a blood test is there a large risk for infection,covid-infection
2020-03-25 15:23:17.578,1deb4021-c0f9-4d59-a2c7-3e226fe0f779,I think I am infected. What do I do?,i think i am infected what do i do,covid-infection
2020-03-24 10:18:49.799,d83cb08e-4f32-4ffe-b79f-9a2bda5e7928,I’m coughing because of post-nasal drip and I travelled in the last 14 days. Could I be infected?,im coughing because of postnasal drip and i travelled in the last 14 days could i be infected,covid-infection
2020-03-23 22:31:21.905,74791eb5-0f37-46f7-80a4-82f686c14c7c,Is it possible to be infected again?,is it possible to be infected again,covid-infection
2020-03-24 12:56:53.621,47f8681b-cb45-4e1a-ba83-876ccc6ae1a9,"Is it true that in fine, we will all get infected at some point with this novel strand of the coronavirus?",is it true that in fine we will all get infected at some point with this novel strand of the coronavirus,covid-infection
2020-03-27 16:25:19.317,2785dbfd-bf5d-4054-93f8-8be7fb4de53d,Is losing your sense of smell always a sign of infection?,is losing your sense of smell always a sign of infection,covid-infection
